"","Year","Name","Team","POS","GP","AB","PA","LOB","SH","SF","GO","AO","GO/AO","BABIP","AB/HR","K%","BB%","BB/K","wOBA","wRAA","wRC","wRC+"
"865","2022","Jose Gaitan","VER","CF",59,133,146,60,1,1,49,25,"1.96",".291","66.50",19.9,6.2,31,0.305,-1.2,22,114
"866","2022","Ivan Chavez","LEO","3B",42,79,93,40,4,0,31,10,"3.10",".327","79.00",24.7,10.8,43.5,0.311,-0.3,15,76
"867","2022","Starlin Castro","YUC","2B",28,96,109,53,0,2,28,32,"0.88",".268","96.00",13.8,9.2,66.7,0.297,-1.6,16,128
"868","2022","Brian Goodwin","YUC","LF",32,117,137,46,0,0,14,29,"0.48",".338","19.50",33.6,14.6,43.5,0.362,5.5,28,119
"869","2022","Adalberto Carrillo","LEO","C",28,67,81,30,2,0,19,16,"1.19",".283","22.33",22.2,11.1,50,0.364,3.4,17,80
"870","2022","Hans Wilson","SLT","C",31,67,76,34,1,1,19,16,"1.19",".292","33.50",23.7,6.6,27.8,0.319,0.3,13,92
"871","2022","Gerardo Garcia","TAB","X",21,21,23,8,2,0,8,5,"1.60",".313","-.--",21.7,0,0,0.226,-1.7,2,172
"872","2022","Carlos Paulino","CAM","C",72,231,265,112,4,1,63,46,"1.37",".314","33.00",27.2,9.4,34.7,0.329,3.2,46,114
"873","2022","Ali Solis","MTY","C",78,231,255,102,5,3,54,57,"0.95",".329","77.00",28.6,5.9,20.5,0.284,-6.6,35,92
"874","2022","Milton Ramos","TIG","SS",13,38,39,32,0,0,10,9,"1.11",".296","38.00",25.6,2.6,10,0.276,-1.3,5,145
"875","2022","Alvaro Gonzalez","LAG","1B",14,34,40,17,0,3,7,10,"0.70",".292","34.00",30,5,16.7,0.292,-0.8,6,112
"876","2022","Daniel Mercado","PUE","DH",27,51,56,15,1,0,13,9,"1.44",".300","17.00",32.1,3.6,11.1,0.347,1.5,11,85
"877","2022","Juan Camacho","OAX","C",69,213,223,116,1,1,61,56,"1.09",".266","26.62",21.5,3.1,14.6,0.292,-4.3,32,86
"878","2022","Ramon Bramasco","TIG","SS",51,133,148,55,2,0,47,38,"1.24",".265","133.00",12.8,8.1,63.2,0.282,-4.1,20,141
"879","2022","Jose Alvarez","VER","1B",72,232,264,124,1,6,70,65,"1.08",".251","25.78",18.9,5.7,30,0.321,1.4,44,111
"880","2022","Antonio Monroy","TIG","X",27,56,67,25,2,1,15,13,"1.15",".333","-.--",26.9,7.5,27.8,0.299,-0.9,10,138
"881","2022","Edgar Salazar","CAM","1B",40,108,113,50,0,0,33,27,"1.22",".286","108.00",20.4,4.4,21.7,0.261,-5.1,13,123
"882","2022","Wladimir Balentien","SLT","LF",18,65,77,28,0,0,22,14,"1.57",".234","16.25",18.2,14.3,78.6,0.374,3.9,16,98
"883","2022","Hernán Pérez","TIJ","LF",3,13,13,7,0,0,2,5,"0.40",".222","13.00",23.1,0,0,0.318,0,2,131
"884","2022","Jorge Rivera","TIG","SS",55,143,155,72,2,1,58,37,"1.57",".262","-.--",11.6,5.8,50,0.255,-7.8,17,154
"885","2022","Joshua Rodriguez","LAR","3B",77,246,277,130,0,2,59,67,"0.88",".276","35.14",24.2,8.7,35.8,0.307,-1.8,43,120
"886","2022","Francisco Cordoba","AGS","C",49,149,178,89,1,2,36,37,"0.97",".265","24.83",26.4,12.9,48.9,0.331,2.5,31,94
"887","2022","Marco Guzman","CAM","3B",37,84,93,45,1,0,21,25,"0.84",".274","84.00",22.6,8.6,38.1,0.272,-3.4,12,116
"888","2022","Juan Martinez","LAR","2B",31,75,84,36,0,0,24,20,"1.20",".241","37.50",17.9,7.1,40,0.312,-0.2,13,123
"889","2022","Francisco Williams","CAM","X",33,75,90,42,2,0,26,11,"2.36",".314","-.--",26.7,11.1,41.7,0.297,-1.3,13,119
"890","2022","Wilfredo Tovar","LAR","3B",6,19,25,7,0,1,9,5,"1.80",".222","-.--",8,20,250,0.312,-0.1,4,118
"891","2022","Julian Castro","SLT","2B",20,29,33,14,2,0,18,6,"3.00",".185","29.00",3,6.1,200,0.275,-1.1,4,99
"892","2022","Omar Renteria","MTY","C",21,29,40,18,4,1,12,7,"1.71",".286","-.--",22.5,12.5,55.6,0.3,-0.5,6,93
"893","2022","Andres Ayon","SLT","RF",42,74,84,33,2,1,18,12,"1.50",".333","74.00",38.1,8.3,21.9,0.259,-4,10,89
"894","2022","Luis Barrera","TAB","X",13,15,15,6,0,0,2,6,"0.33",".273","-.--",26.7,0,0,0.238,-1,1,235
"895","2022","Mario Cabrera","MEX","X",11,10,11,6,0,0,7,0,"7.00",".222","-.--",9.1,9.1,100,0.243,-0.7,1,37
"896","2022","Angel Camacho","YUC","X",13,15,15,9,0,0,7,3,"2.33",".231","-.--",13.3,0,0,0.19,-1.6,1,144
"897","2022","Jose Augusto Figueroa","MTY","LF",16,35,42,19,0,0,4,10,"0.40",".333","-.--",33.3,16.7,50,0.29,-0.9,6,92
"898","2022","Juan Haro","TIG","X",3,5,6,3,0,0,1,0,"1.00",".500","-.--",50,16.7,33.3,0.287,-0.1,1,121
"899","2022","Ramon Mora","LAG","X",15,15,15,7,0,0,7,2,"3.50",".250","-.--",20,0,0,0.19,-1.6,1,122
"900","2022","German Revilla","TIG","C",10,25,27,18,0,0,5,7,"0.71",".294","-.--",29.6,7.4,25,0.244,-1.6,3,143
"901","2022","Adolfo Valdez","YUC","CF",19,15,17,8,0,0,3,4,"0.75",".300","-.--",29.4,11.8,40,0.277,-0.5,2,147
"902","2022","Alonzo Harris","LAR","LF",44,106,129,66,2,3,36,24,"1.50",".227","26.50",23.3,13.2,56.7,0.308,-0.7,20,121
"903","2022","Sebastian Diaz","CAM","2B",33,67,72,34,1,0,20,16,"1.25",".271","-.--",26.4,5.6,21.1,0.234,-4.9,7,122
"904","2022","Sergio Barthelemy","VER","RF",6,21,24,11,0,0,6,2,"3.00",".273","21.00",37.5,12.5,33.3,0.332,0.4,4,118
"905","2022","Brayan Quintero","YUC","3B",11,21,23,9,0,1,6,6,"1.00",".250","-.--",26.1,4.3,16.7,0.205,-2.1,2,128
"906","2022","Juan Kirk","PUE","X",14,27,32,11,1,0,14,4,"3.50",".227","-.--",15.6,12.5,80,0.252,-1.7,3,92
"907","2022","Jorge Cantu","MEX","1B",23,66,72,40,0,1,15,19,"0.79",".244","66.00",29.2,6.9,23.8,0.232,-5,7,29
"908","2022","Roberto Mendez","OAX","LF",13,11,14,6,0,0,3,0,"3.00",".400","-.--",42.9,14.3,33.3,0.312,0,2,100
"909","2022","Carlos Arellano","VER","SS",44,97,115,42,5,0,40,27,"1.48",".215","-.--",15.7,6.1,38.9,0.248,-6.5,12,118
"910","2022","Alfredo Hurtado","MTY","C",12,23,24,11,0,0,5,5,"1.00",".286","-.--",37.5,4.2,11.1,0.197,-2.4,1,125
"911","2022","Irving Zazueta","TIG","CF",32,75,85,46,0,0,16,14,"1.14",".250","25.00",37.6,8.2,21.9,0.294,-1.5,12,142
"912","2022","Gilberto Carrera","MTY","2B",16,42,47,18,0,0,16,5,"3.20",".250","-.--",29.8,10.6,35.7,0.227,-3.5,4,91
"913","2022","Rogelio Cobos","PUE","X",21,18,19,11,0,0,2,4,"0.50",".333","-.--",47.4,5.3,11.1,0.19,-2,1,65
"914","2022","Efren Nieves","TIG","X",5,6,6,4,0,0,2,2,"1.00",".200","-.--",16.7,0,0,0.158,-0.8,0,Inf
"915","2022","Carlos M. Rodriguez","SLT","C",28,60,74,38,1,1,22,16,"1.38",".178","30.00",18.9,13.5,71.4,0.292,-1.4,11,91
"916","2022","Kevin Flores","LAR","2B",14,37,40,15,0,0,19,6,"3.17",".194","-.--",15,7.5,50,0.204,-3.8,3,130
"917","2022","Marco Lopez","SLT","X",22,26,27,9,0,0,11,6,"1.83",".150","26.00",18.5,3.7,20,0.223,-2.1,2,103
"918","2022","Christopher Escarrega","VER","C",27,62,66,40,0,0,15,19,"0.79",".190","62.00",28.8,3,10.5,0.2,-6.4,4,137
"919","2022","Brian Garcia","LAG","SS",6,7,8,3,0,0,2,3,"0.67",".167","-.--",12.5,12.5,100,0.235,-0.5,1,100
"920","2022","Sergio Macias","MVA","2B",39,58,63,32,1,1,15,19,"0.79",".175","58.00",28.6,4.8,16.7,0.188,-6.8,3,141
"921","2022","Diego Lizarraga","LEO","2B",17,22,26,11,1,0,8,3,"2.67",".231","-.--",34.6,7.7,22.2,0.219,-2.1,2,59
"922","2022","Daniel Wasinger","LAR","C",11,15,18,7,0,0,2,4,"0.50",".250","-.--",38.9,16.7,42.9,0.243,-1.1,2,119
"923","2022","Ethan Lopez","AGS","X",21,24,25,12,1,0,7,5,"1.40",".214","-.--",40,0,0,0.119,-4.1,0,Inf
"924","2022","Christian Morales","SLT","X",6,8,10,2,0,0,4,1,"4.00",".000","8.00",20,20,100,0.362,0.4,2,97
"925","2022","Ramon Valenzuela","CAM","C",8,25,25,11,0,0,3,7,"0.43",".167","25.00",48,0,0,0.188,-2.7,1,196
"926","2022","Mikell Granberry","VER","DH",19,37,37,17,0,0,6,12,"0.50",".182","-.--",40.5,0,0,0.103,-6.6,-1,-5
"927","2022","Luis Perez Elizondo","CAM","DH",11,24,29,22,0,0,4,5,"0.80",".182","-.--",44.8,10.3,23.1,0.21,-2.6,2,140
"928","2022","Joshua Carreno","LEO","X",12,13,13,7,0,0,4,3,"1.33",".125","-.--",38.5,0,0,0.073,-2.7,-1,106
"929","2022","Javier Mireles","SLT","DH",11,15,17,8,0,0,9,1,"9.00",".091","-.--",23.5,11.8,50,0.146,-2.4,0,Inf
"930","2022","Jose Luna","TAB","DH",17,18,23,14,0,0,3,4,"0.75",".125","-.--",43.5,17.4,40,0.216,-1.9,2,162
"931","2022","Cane Agis","LEO","2B",2,2,4,1,0,0,0,0,"-.--",".---","-.--",50,50,100,0.385,0.2,1,71
"932","2022","Cristian Alvarado","PUE","P",32,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"933","2022","Herman Alvarado","PUE","X",5,2,2,1,0,0,2,0,"2.00",".000","-.--",0,0,NA,0,-0.5,0,Inf
"934","2022","Samuel Alvarado","PUE","P",34,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"935","2022","Fabian Anguamea","TIG","P",37,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"936","2022","Kevin Armenta","SLT","2B",2,2,3,3,0,0,0,0,"-.--",".---","-.--",66.7,33.3,50,0.257,-0.1,0,Inf
"937","2022","Felipe Arredondo","TIG","P",36,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"938","2022","Manuel Barradas","TAB","C",2,1,1,2,0,0,0,1,"0.00",".000","-.--",0,0,NA,0,-0.3,0,Inf
"939","2022","Lisalverto Bonilla","PUE","P",5,2,3,3,1,0,1,0,"1.00",".---","-.--",66.7,0,0,0,-0.8,0,Inf
"940","2022","Geoff Broussard","LAR","P",43,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"941","2022","Ichiro Cano","MEX","3B",5,3,4,2,0,0,1,0,"1.00",".000","-.--",50,25,50,0.193,-0.4,0,-Inf
"942","2022","Eduardo Carrera","TAB","C",1,1,1,2,0,0,1,0,"1.00",".000","-.--",0,0,NA,0,-0.3,0,Inf
"943","2022","Pedro Castellano","OAX","X",8,7,7,4,0,0,3,0,"3.00",".000","-.--",57.1,0,0,0,-1.9,-1,90
"944","2022","Yousamot Cota","LEO","1B",5,5,7,2,0,0,0,2,"0.00",".000","-.--",42.9,14.3,33.3,0.243,-0.4,1,48
"945","2022","Jose Del Palacio","VER","1B",2,1,1,0,0,0,1,0,"1.00",".000","-.--",0,0,NA,0,-0.3,0,Inf
"946","2022","Isaac Dominguez","TIG","X",10,8,9,6,0,0,2,5,"0.40",".000","-.--",11.1,11.1,100,0.086,-1.7,0,-Inf
"947","2022","Ramon Enriquez","TIG","DH",3,5,6,5,0,0,0,2,"0.00",".000","-.--",50,16.7,33.3,0.128,-0.9,0,Inf
"948","2022","Pedro Felix","MEX","C",4,1,2,0,0,0,0,0,"-.--",".---","-.--",50,50,100,0.385,0.1,0,Inf
"949","2022","Andres Figueroa","LAG","X",5,10,10,10,0,0,4,3,"1.33",".000","-.--",30,0,0,0,-2.7,-1,82
"950","2022","Jesus Gamez","TIJ","RF",2,2,2,1,0,0,0,0,"-.--",".---","-.--",100,0,0,0,-0.5,0,Inf
"951","2022","Jesus Rodolfo Garcia","TIG","P",3,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"952","2022","Gerardo Gutierrez","LAR","P",23,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"953","2022","Esteban Haro","PUE","P",38,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"954","2022","Donnie Hart","LAR","P",30,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"955","2022","Julio Hernandez","VER","P",5,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"956","2022","Victor Landeta","PUE","C",2,2,2,1,0,0,0,0,"-.--",".---","-.--",100,0,0,0,-0.5,0,Inf
"957","2022","Hector Lujan","MVA","P",27,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"958","2022","Juan Macias","SLT","CF",3,2,2,0,0,0,1,0,"1.00",".000","-.--",50,0,0,0,-0.5,0,Inf
"959","2022","Luis Marquez","VER","P",28,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"960","2022","Wirfin Obispo","MVA","P",30,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"961","2022","Carlos Orrantia","LEO","LF",4,2,2,0,0,0,1,0,"1.00",".000","-.--",50,0,0,0,-0.5,0,Inf
"962","2022","Carlos Pacheco","MEX","RF",6,9,11,4,1,0,5,2,"2.50",".000","-.--",27.3,9.1,33.3,0.077,-2.2,0,Inf
"963","2022","Loiger Padron","LAG","P",36,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"964","2022","Roman Pena","OAX","P",8,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"965","2022","Luis Perez Ruiz","CAM","P",27,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"966","2022","Ruben Reyes","AGS","P",29,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"967","2022","Wilking Rodríguez","LAR","P",46,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"968","2022","Ivan Salas","PUE","P",10,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"969","2022","Heriberto Sanchez","MVA","P",9,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"970","2022","Luis Serrano","LAG","3B",2,5,6,0,0,0,1,0,"1.00",".000","-.--",66.7,16.7,25,0.128,-0.9,0,Inf
"971","2022","José Torres","LAR","P",38,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"972","2022","Alejandro Urias","DUR","X",3,3,4,2,0,0,1,1,"1.00",".000","-.--",25,25,100,0.193,-0.4,0,Inf
"973","2022","Manuel Valdez","TIG","P",35,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"974","2022","Vicente Valenzuela","TIG","P",6,0,0,0,0,0,0,0,"-.--",".---","-.--",NA,NA,NA,NA,NA,NA,NA
"975","2022","Jose Villegas","TIG","C",1,3,3,6,0,0,1,1,"1.00",".000","-.--",33.3,0,0,0,-0.8,0,Inf
"976","2022","T.J. White","LEO","2B",4,9,11,3,0,0,4,1,"4.00",".000","-.--",36.4,0,0,0.17,-1.3,0,Inf
"977","2023","Jose Villa","TIJ","SS",3,1,2,0,0,0,0,0,"-.--","1.000","-.--",0,50,Inf,0.864,1,1,133
"978","2023","Antonio Almeida","TAB","X",2,2,3,2,0,1,0,2,"0.00",".333","-.--",0,0,NA,0.318,0,0,Inf
"979","2023","Victor Landeta","PUE","X",2,2,2,1,0,0,1,0,"1.00",".500","-.--",0,0,NA,0.477,0.3,1,53
"980","2023","Brayan Mendoza","MTY","X",18,8,8,5,0,0,1,0,"1.00",".800","-.--",37.5,0,0,0.477,1.2,2,110
"981","2023","Raudel Meraz","PUE","X",2,2,2,0,0,0,0,0,"-.--","1.000","-.--",50,0,0,0.477,0.3,1,53
"982","2023","Brandon Jaime","MEX","C",19,16,21,9,0,0,5,2,"2.50",".500","-.--",9.5,19,200,0.538,4.2,7,84
"983","2023","Cesar Tapia","LAR","X",9,14,15,6,0,0,3,1,"3.00",".600","-.--",26.7,6.7,25,0.444,1.8,4,104
"984","2023","Derwin Pomare","TIG","LF",5,19,20,9,0,0,5,4,"1.25",".471","-.--",10,0,0,0.43,2.2,5,116
"985","2023","Tito Polo","LEO","CF",8,31,37,6,0,1,6,7,"0.86",".458","15.50",16.2,5.4,33.3,0.532,7.2,12,92
"986","2023","Fernando Villegas","SLT","RF",75,267,302,91,3,1,66,56,"1.18",".425","16.69",14.9,7.3,48.9,0.486,47.4,88,97
"987","2023","Julian Escobedo","LAG","LF",28,92,103,33,3,0,23,21,"1.10",".453","92.00",15.5,7.8,50,0.429,11.2,25,108
"988","2023","Elias Verdugo","YUC","2B",5,8,8,3,0,0,2,1,"2.00",".500","-.--",25,0,0,0.377,0.5,2,92
"989","2023","Clint Coulter","MVA","RF",24,100,109,49,0,1,26,23,"1.13",".424","100.00",13.8,5.5,40,0.408,9.9,24,106
"990","2023","Reynaldo Rodriguez","TIG","1B",76,307,335,115,0,3,77,92,"0.84",".365","19.19",8.4,7.5,89.3,0.444,40.7,85,119
"991","2023","Carlos Franco","TAB","3B",80,273,340,104,0,6,62,51,"1.22",".411","13.00",19.4,17.9,92.4,0.497,56.5,102,117
"992","2023","Aldo Nunez","MVA","X",36,36,41,20,0,0,9,8,"1.13",".414","36.00",14.6,7.3,50,0.451,5.2,11,101
"993","2023","Yadir Drake","YUC","RF",89,333,382,162,4,4,112,67,"1.67",".394","55.50",11,10.2,92.9,0.414,36.7,88,114
"994","2023","Kristian Delgado","AGS","X",13,25,25,5,0,0,6,8,"0.75",".364","25.00",8,0,0,0.395,2,5,101
"995","2023","Alejandro Mejia","LEO","1B",86,345,370,170,0,2,75,71,"1.06",".427","23.00",20.8,6.2,29.9,0.427,39.6,89,88
"996","2023","Didi Gregorius","LAG","SS",26,103,117,48,1,0,21,33,"0.64",".329","9.36",11.1,7.7,69.2,0.517,21.4,37,107
"997","2023","Mario Vega","AGS","3B",24,45,48,20,0,1,5,15,"0.33",".444","-.--",20.8,2.1,10,0.361,2.5,9,93
"998","2023","Julian Ornelas","MEX","CF",86,349,423,167,2,5,85,88,"0.97",".389","24.93",14.2,14.9,105,0.455,55.3,112,80
"999","2023","Michael Robles","DUR","2B",82,331,367,128,3,0,88,85,"1.04",".393","55.17",12.3,7.4,60,0.404,32.2,81,86
"1000","2023","Eric Filia","MVA","LF",81,304,363,94,1,2,99,72,"1.38",".368","43.43",8.3,14,170,0.431,40.1,88,105
"1001","2023","Fabricio Macias","YUC","DH",40,144,162,55,1,2,37,39,"0.95",".385","48.00",13,8,61.9,0.4,13.6,35,116
"1002","2023","Miguel Guzman","PUE","1B",70,280,306,96,2,2,96,49,"1.96",".399","140.00",13.7,5.6,40.5,0.376,19.6,60,91
"1003","2023","Jonathan Villar","LAG","3B",85,309,360,158,4,8,91,58,"1.57",".398","28.09",18.1,10,55.4,0.414,34.6,82,110
"1004","2023","Victor Mendoza","MTY","1B",74,276,318,140,0,5,78,53,"1.47",".391","25.09",17.3,11,63.6,0.432,35.4,78,96
"1005","2023","Sergio Perez","AGS","RF",62,198,219,83,0,0,60,32,"1.88",".418","99.00",17.4,8.2,47.4,0.39,16.6,46,94
"1006","2023","Jan Hernandez","MTY","LF",11,41,46,21,0,0,7,8,"0.88",".483","-.--",26.1,8.7,33.3,0.389,3.4,10,92
"1007","2023","Edwin Garcia","SLT","SS",25,91,99,30,0,0,28,18,"1.56",".395","91.00",14.1,8.1,57.1,0.393,7.8,21,97
"1008","2023","Jefry Marte","DUR","1B",53,186,229,74,0,2,50,49,"1.02",".365","31.00",11.4,15.7,138.5,0.442,27.4,58,88
"1009","2023","Allen Córdoba","LAG","LF",85,340,399,117,5,3,86,89,"0.97",".395","85.00",14.5,10.5,72.4,0.404,35,88,110
"1010","2023","Nicholas Torres","LAG","RF",83,314,370,121,0,3,69,56,"1.23",".432","28.54",23.2,12.2,52.3,0.432,41.2,90,109
"1011","2023","Alberth Martinez","DUR","RF",77,289,334,139,0,2,70,64,"1.09",".391","26.27",18,11.7,65,0.428,36,80,88
"1012","2023","Japhet Amador","MEX","DH",78,310,357,156,0,6,64,83,"0.77",".377","20.67",18.2,10.4,56.9,0.422,36.7,84,78
"1013","2023","Yosmany Guerra","CAM","SS",69,212,251,84,0,4,60,55,"1.09",".368","53.00",12,12,100,0.405,22.2,56,108
"1014","2023","Asael Sanchez","MTY","LF",41,123,145,51,0,1,30,24,"1.25",".386","17.57",20,13.8,69,0.443,17.5,37,96
"1015","2023","Tomás Telis","LAR","C",65,217,238,99,2,1,70,54,"1.30",".365","108.50",10.1,5.9,58.3,0.364,12.8,44,115
"1016","2023","Rainel Rosario","SLT","LF",74,272,322,81,0,2,45,85,"0.53",".360","16.00",16.8,14,83.3,0.45,40.7,84,97
"1017","2023","Jasson Atondo","TAB","SS",73,251,280,100,5,3,84,64,"1.31",".364","251.00",10,7.5,75,0.363,14.8,52,127
"1018","2023","Leonardo Reginatto","AGS","1B",82,333,368,145,1,3,84,96,"0.88",".370","66.60",12.8,7.3,57.4,0.376,23.5,72,95
"1019","2023","Carlos Munoz","AGS","1B",71,252,299,110,1,2,68,82,"0.83",".332","28.00",7.4,13,177.3,0.419,30,70,95
"1020","2023","Norberto Obeso","YUC","CF",65,243,311,80,4,2,81,54,"1.50",".373","121.50",10.9,19,173.5,0.426,33,74,114
"1021","2023","Danry Vasquez","LAR","RF",86,302,362,107,1,3,77,74,"1.04",".370","27.46",15.5,14.1,91.1,0.43,39.7,88,110
"1022","2023","Albert Lara","LAG","2B",50,180,193,87,1,4,56,51,"1.10",".350","90.00",9.8,2.1,21.1,0.351,8.3,34,112
"1023","2023","Gustavo Nunez","VER","SS",85,356,393,111,4,6,126,90,"1.40",".346","89.00",8.7,6.6,76.5,0.36,19.8,72,108
"1024","2023","J.C. Escarra","LAG","1B",83,326,380,152,3,4,80,111,"0.72",".306","14.82",9.7,11.8,121.6,0.442,45.5,96,108
"1025","2023","Stefen Romero","MEX","DH",36,118,134,60,0,0,26,26,"1.00",".366","14.75",20.9,9,42.9,0.437,15.5,33,79
"1026","2023","Jose Carlos Urena","OAX","RF",85,315,359,148,1,1,63,72,"0.88",".380","16.58",22.6,11.1,49.4,0.431,39.6,87,94
"1027","2023","Alfredo Lopez","DUR","LF",85,340,389,129,6,4,124,75,"1.65",".357","170.00",10.8,7.5,69,0.37,22.9,75,84
"1028","2023","Ramiro Pena","MTY","2B",77,323,355,133,5,3,80,112,"0.71",".332","32.30",10.1,6.2,61.1,0.378,23.3,71,95
"1029","2023","Luis Alfonso Cruz","DUR","3B",24,91,97,36,0,1,25,28,"0.89",".346","91.00",10.3,5.2,50,0.346,3.7,17,80
"1030","2023","Ramón Flores","MEX","LF",84,317,382,149,0,3,88,85,"1.04",".362","105.67",12,14.9,123.9,0.403,33.1,84,76
"1031","2023","Maxwell Leon","TIJ","X",14,22,26,12,1,0,12,1,"12.00",".368","-.--",11.5,7.7,66.7,0.374,1.6,5,118
"1032","2023","Peter O'Brien","PUE","LF",87,313,352,134,0,1,64,63,"1.02",".383","15.65",25,9.4,37.5,0.431,38.9,86,92
"1033","2023","José A. Martínez","YUC","LF",88,323,382,139,0,0,92,69,"1.33",".351","21.53",15.7,14.9,95,0.426,40.6,91,114
"1034","2023","Yeison Asencio","CAM","DH",43,168,180,69,0,1,52,43,"1.21",".336","33.60",11.7,3.3,28.6,0.366,10,34,110
"1035","2023","Jose Cardona","MTY","CF",85,365,387,145,3,1,98,112,"0.88",".353","182.50",11.4,4.4,38.6,0.343,14,65,96
"1036","2023","Christian Villanueva","MTY","DH",80,302,348,143,1,4,78,93,"0.84",".339","37.75",11.8,9.5,80.5,0.388,25.8,72,96
"1037","2023","Carlos Sepulveda","MEX","2B",73,280,346,130,8,7,85,78,"1.09",".354","93.33",12.7,14.2,111.4,0.384,24.5,70,74
"1038","2023","Rayder Ascanio","DUR","SS",52,191,222,88,3,2,56,46,"1.22",".369","95.50",15.3,10.8,70.6,0.373,13.6,43,85
"1039","2023","Ali Castillo","LAR","2B",85,348,379,148,3,8,119,99,"1.20",".334","348.00",8.4,4.7,56.2,0.33,9.5,60,116
"1040","2023","Edwin Espinal","VER","1B",86,340,363,160,0,5,83,108,"0.77",".332","30.91",13.2,5,37.5,0.359,18,66,108
"1041","2023","Francisco Peguero","CAM","RF",36,135,141,59,0,1,44,27,"1.63",".355","45.00",16.3,2.1,13,0.339,4.6,23,114
"1042","2023","Juan Carlos Gamboa","MEX","SS",62,219,260,100,1,2,70,49,"1.43",".355","73.00",13.5,14.2,105.7,0.389,19.5,54,75
"1043","2023","Aderlin Rodríguez","TIJ","1B",78,306,350,137,0,5,71,76,"0.93",".323","12.24",19.7,8,40.6,0.437,40.4,87,113
"1044","2023","Juan Uriarte","DUR","C",79,290,317,125,1,2,61,71,"0.86",".385","36.25",22.4,4.4,19.7,0.368,18.1,60,84
"1045","2023","Roel Santos","TAB","LF",63,252,285,65,2,1,80,61,"1.31",".347","63.00",12.6,9.5,75,0.381,19.4,57,126
"1046","2023","Dillon Thomas","OAX","CF",32,126,147,30,0,0,29,23,"1.26",".409","42.00",23.8,10.2,42.9,0.409,13.5,33,93
"1047","2023","Ramon Hernandez","MVA","3B",84,320,353,136,0,5,86,83,"1.04",".345","32.00",16.1,5.1,31.6,0.369,20.5,67,106
"1048","2023","Sergio Burruel","SLT","C",63,191,217,81,5,1,64,35,"1.83",".373","63.67",18,8.8,48.7,0.361,11.1,40,96
"1049","2023","Luis Sardinas","YUC","SS",68,263,305,103,4,2,82,74,"1.11",".330","43.83",10.5,10.5,100,0.383,21.3,62,116
"1050","2023","BJ Boyd","MVA","LF",7,26,30,11,1,0,7,10,"0.70",".273","13.00",6.7,6.7,100,0.428,3.2,7,107
"1051","2023","Isaac Rodriguez","TIJ","2B",79,312,374,93,6,4,97,89,"1.09",".348","-.--",10.7,12,112.5,0.372,22.7,72,117
"1052","2023","Joshua Rodriguez","LAR","DH",78,267,301,127,1,4,61,54,"1.13",".387","26.70",24.9,9,36,0.383,21,61,113
"1053","2023","Dean Nevarez","LAG","C",72,235,286,116,0,8,53,54,"0.98",".371","26.11",22.4,12.6,56.2,0.401,24.3,62,110
"1054","2023","Sebastián Elizalde","MTY","RF",85,308,372,121,2,5,82,115,"0.71",".299","28.00",6.5,14.8,229.2,0.406,33.2,83,96
"1055","2023","Ademar Rifaela","DUR","DH",90,354,397,162,0,4,71,85,"0.84",".355","16.09",23.7,9.1,38.3,0.409,36.5,89,87
"1056","2023","Jack Mayfield","TIJ","SS",85,328,374,155,1,5,71,106,"0.67",".336","29.82",15.2,10.2,66.7,0.383,26.1,76,116
