"","total_splits","season","num_teams","rank","games_played","ground_outs","air_outs","runs","doubles","triples","home_runs","strike_outs","base_on_balls","intentional_walks","hits","hit_by_pitch","avg","at_bats","obp","slg","ops","caught_stealing","stolen_bases","stolen_base_percentage","ground_into_double_play","number_of_pitches","plate_appearances","total_bases","rbi","left_on_base","sac_bunts","sac_flies","babip","ground_outs_to_airouts","catchers_interference","at_bats_per_home_run","team_id","team_name","team_link","player_id","player_full_name","player_link","player_first_name","player_last_name","league_id","league_name","league_link","sport_id","sport_link","sport_abbreviation","position_code","position_name","position_type","position_abbreviation","player_pool","type_display_name","group_display_name"
"185",450,"2024",1,185,59,56,54,27,13,3,5,35,19,0,53,3,".276",192,".347",".453",".800",2,0,".000",4,809,220,87,25,91,4,2,".312","1.04",0,"38.40",5567,"El Aguila de Veracruz","/api/v1/teams/5567",587275,"Alan Espinoza","/api/v1/people/587275","Alan","Espinoza",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"186",450,"2024",1,186,63,92,78,33,14,2,0,22,14,0,70,1,".276",254,".315",".346",".661",1,5,".833",4,987,277,88,23,108,7,1,".300","1.18",0,"-.--",442,"Olmecas de Tabasco","/api/v1/teams/442",662962,"Jasson Atondo","/api/v1/people/662962","Jasson","Atondo",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"187",450,"2024",1,187,75,83,67,49,12,3,1,52,27,0,73,3,".275",265,".348",".355",".703",1,30,".968",3,1194,305,94,23,90,9,1,".338","1.24",0,"265.00",442,"Olmecas de Tabasco","/api/v1/teams/442",678499,"Randy Romero","/api/v1/people/678499","Randy","Romero",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"188",450,"2024",1,188,40,21,29,20,3,0,0,10,3,0,22,0,".275",80,".298",".313",".611",1,1,".500",0,300,85,25,9,44,1,1,".310","0.72",0,"-.--",502,"Saraperos de Saltillo","/api/v1/teams/502",616569,"Diego Madero","/api/v1/people/616569","Diego","Madero",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"189",450,"2024",1,189,88,68,82,49,18,0,15,61,74,1,79,2,".274",288,".425",".493",".918",0,5,"1.000",5,1574,366,142,49,128,1,1,".300","0.83",0,"19.20",442,"Olmecas de Tabasco","/api/v1/teams/442",501659,"Abraham Almonte","/api/v1/people/501659","Abraham","Almonte",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"190",450,"2024",1,190,49,25,22,10,1,2,1,15,8,0,23,1,".274",84,".340",".369",".709",2,8,".800",2,327,94,31,7,41,0,1,".319","1.14",0,"84.00",6304,"Charros de Jalisco","/api/v1/teams/6304",690414,"Calvin Estrada","/api/v1/people/690414","Calvin","Estrada",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"191",450,"2024",1,191,7,5,1,3,1,0,0,10,1,0,6,0,".273",22,".304",".318",".622",0,0,".---",0,83,23,7,1,13,0,0,".500","5.00",0,"-.--",4444,"Caliente de Durango","/api/v1/teams/4444",673882,"Freddvil Chevez","/api/v1/people/673882","Freddvil","Chevez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"192",450,"2024",2,191,79,65,58,44,18,0,12,64,52,4,69,0,".273",253,".393",".486",".879",0,4,"1.000",6,1241,308,123,50,135,0,3,".317","1.12",0,"21.08",5567,"El Aguila de Veracruz","/api/v1/teams/5567",554238,"Carlos Franco","/api/v1/people/554238","Carlos","Franco",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"193",450,"2024",2,191,70,75,59,25,10,1,5,42,32,0,66,0,".273",242,".358",".384",".742",1,2,".667",11,1082,274,93,21,113,0,0,".313","1.27",0,"48.40",575,"Dorados de Chihuahua","/api/v1/teams/575",514719,"Henry Alejandro Rodriguez","/api/v1/people/514719","Henry Alejandro","Rodriguez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"194",450,"2024",1,191,77,80,76,47,19,0,5,56,39,2,78,0,".273",286,".356",".392",".748",0,4,"1.000",8,1288,329,112,42,142,0,4,".319","1.05",0,"57.20",6303,"Conspiradores de Queretaro","/api/v1/teams/6303",547004,"Rio Ruiz","/api/v1/people/547004","Rio","Ruiz",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"195",450,"2024",1,195,82,61,93,51,24,1,6,58,33,1,76,3,".272",279,".351",".430",".781",6,32,".842",1,1303,324,120,34,141,5,4,".320","0.66",0,"46.50",560,"Acereros del Norte","/api/v1/teams/560",607372,"Juan Perez","/api/v1/people/607372","Juan","Perez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"196",450,"2024",1,196,62,43,61,36,13,0,12,64,13,0,61,1,".272",224,".309",".491",".800",0,0,".---",4,892,243,110,53,120,0,5,".320","0.70",0,"18.67",5010,"Toros de Tijuana","/api/v1/teams/5010",571431,"Matt Adams","/api/v1/people/571431","Matt","Adams",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"197",450,"2024",1,197,77,81,88,22,12,2,5,35,16,1,73,5,".271",269,".320",".387",".707",3,4,".571",3,1086,298,104,32,111,4,4,".292","0.92",0,"53.80",569,"Tigres de Quintana Roo","/api/v1/teams/569",444876,"Alcides Escobar","/api/v1/people/444876","Alcides","Escobar",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"198",450,"2024",3,198,84,84,83,50,19,3,13,79,25,1,90,0,".271",332,".319",".464",".783",3,10,".769",8,1370,361,154,54,141,0,4,".316","1.01",0,"25.54",4444,"Caliente de Durango","/api/v1/teams/4444",641323,"Luis Aviles Jr.","/api/v1/people/641323","Luis","Aviles",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"199",450,"2024",1,199,81,68,50,52,13,0,13,82,56,4,74,10,".271",273,".412",".462",".874",3,3,".500",7,1402,340,126,53,130,0,1,".341","1.36",0,"21.00",5010,"Toros de Tijuana","/api/v1/teams/5010",656252,"Bobby Bradley","/api/v1/people/656252","Bobby","Bradley",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"200",450,"2024",1,200,39,18,27,28,8,0,8,52,16,0,36,1,".271",133,".353",".511",".864",0,2,"1.000",3,603,150,68,25,58,0,0,".384","0.67",0,"16.62",523,"Piratas de Campeche","/api/v1/teams/523",546990,"Anthony Alford","/api/v1/people/546990","Anthony","Alford",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"201",450,"2024",1,201,87,104,83,41,18,0,7,59,8,0,89,1,".271",329,".288",".389",".677",0,1,"1.000",14,1142,344,128,32,188,4,2,".309","1.25",0,"47.00",442,"Olmecas de Tabasco","/api/v1/teams/442",608475,"Dawel Lugo","/api/v1/people/608475","Dawel","Lugo",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"202",450,"2024",1,202,59,24,48,20,13,0,4,64,5,0,50,4,".270",185,".303",".405",".708",0,1,"1.000",0,762,195,75,27,96,0,1,".390","0.50",0,"46.25",575,"Dorados de Chihuahua","/api/v1/teams/575",676002,"Juan Carlos Negret","/api/v1/people/676002","Juan Carlos","Negret",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"203",450,"2024",1,203,80,60,71,46,10,0,23,76,52,1,75,5,".270",278,".391",".554",".945",0,1,"1.000",5,1343,339,154,57,131,1,3,".286","0.85",0,"12.09",442,"Olmecas de Tabasco","/api/v1/teams/442",572228,"Luke Voit","/api/v1/people/572228","Luke","Voit",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"204",450,"2024",1,204,69,50,71,36,21,0,6,63,31,0,65,1,".269",242,".345",".430",".775",1,1,".500",4,1196,281,104,43,125,0,7,".328","0.70",0,"40.33",536,"Tecos de los Dos Laredos","/api/v1/teams/536",520471,"Freddy Galvis","/api/v1/people/520471","Freddy","Galvis",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"205",450,"2024",1,204,74,76,50,25,11,1,10,58,15,0,65,2,".269",242,".312",".446",".758",1,1,".500",6,926,266,108,46,101,3,4,".309","1.52",0,"24.20",523,"Piratas de Campeche","/api/v1/teams/523",554428,"Alejandro Ortiz","/api/v1/people/554428","Alejandro","Ortiz",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"206",450,"2024",1,206,68,52,50,33,9,1,9,59,28,1,58,3,".269",216,".357",".444",".801",1,0,".000",2,1048,251,96,27,105,1,2,".327","1.04",1,"24.00",560,"Acereros del Norte","/api/v1/teams/560",607355,"Logan Moore","/api/v1/people/607355","Logan","Moore",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"207",450,"2024",1,207,46,66,51,28,9,2,0,21,18,0,49,2,".268",183,".333",".339",".672",5,14,".737",6,801,207,62,11,69,0,4,".295","1.29",0,"-.--",4444,"Caliente de Durango","/api/v1/teams/4444",594906,"Alfredo Lopez","/api/v1/people/594906","Alfredo","Lopez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"208",450,"2024",2,208,51,51,55,26,15,0,6,46,12,0,53,3,".268",198,".316",".434",".750",1,4,".800",7,803,220,86,35,86,5,2,".318","0.93",0,"33.00",579,"Guerreros de Oaxaca","/api/v1/teams/579",578570,"Juniel Querecuto","/api/v1/people/578570","Juniel","Querecuto",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"209",450,"2024",1,209,72,54,61,34,15,0,7,60,28,1,62,1,".267",232,".346",".422",".768",5,1,".167",3,1130,266,98,32,85,3,2,".329","0.89",0,"33.14",520,"Pericos de Puebla","/api/v1/teams/520",607733,"Drew Stankiewicz","/api/v1/people/607733","Drew","Stankiewicz",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"210",450,"2024",1,210,34,27,30,16,5,0,2,36,14,0,32,0,".267",120,".341",".358",".699",2,9,".818",2,551,139,43,10,47,4,1,".361","0.90",0,"60.00",569,"Tigres de Quintana Roo","/api/v1/teams/569",622736,"Roberto Caro","/api/v1/people/622736","Roberto","Caro",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"211",450,"2024",2,210,37,10,14,18,4,0,0,20,7,0,16,3,".267",60,".371",".333",".704",0,1,"1.000",2,282,70,20,7,37,0,0,".400","0.71",0,"-.--",579,"Guerreros de Oaxaca","/api/v1/teams/579",524648,"Alejandro Gonzalez","/api/v1/people/524648","Alejandro","Gonzalez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"212",450,"2024",1,212,40,24,21,16,7,0,0,16,13,0,21,5,".266",79,".394",".354",".748",5,2,".286",2,383,100,28,11,32,1,2,".323","1.14",0,"-.--",447,"Algodoneros Union Laguna","/api/v1/teams/447",677977,"Edgar Robles","/api/v1/people/677977","Edgar","Robles",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"213",450,"2024",2,213,65,61,68,25,14,0,2,28,14,0,54,2,".265",204,".310",".363",".673",1,0,".000",12,804,227,74,26,86,1,6,".289","0.90",0,"102.00",575,"Dorados de Chihuahua","/api/v1/teams/575",642751,"Carlos Martínez","/api/v1/people/642751","Carlos","Martínez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"214",450,"2024",2,214,87,75,76,40,17,2,7,69,31,1,78,5,".264",295,".341",".407",".748",1,2,".667",5,1360,334,120,46,131,0,3,".320","0.99",0,"42.14",434,"Bravos de Leon","/api/v1/teams/434",594021,"Alberth Martinez","/api/v1/people/594021","Alberth","Martinez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"215",450,"2024",1,215,50,16,14,17,3,2,0,10,3,0,14,1,".264",53,".310",".396",".706",0,1,"1.000",0,225,58,21,8,28,0,1,".318","1.14",0,"-.--",496,"Leones de Yucatan","/api/v1/teams/496",803376,"Angel Camacho","/api/v1/people/803376","Angel","Camacho",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","X","Unknown","Unknown","X","ALL","season","hitting"
"216",450,"2024",2,216,54,43,47,22,12,0,7,45,8,1,47,5,".264",178,".309",".449",".758",1,2,".667",2,730,195,80,25,94,1,3,".310","0.91",0,"25.43",560,"Acereros del Norte","/api/v1/teams/560",622758,"Angel Aguilar","/api/v1/people/622758","Angel","Aguilar",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"217",450,"2024",1,217,14,6,4,2,0,0,0,6,0,0,5,2,".263",19,".333",".263",".596",1,1,".500",1,72,23,5,2,9,2,0,".385","1.50",0,"-.--",560,"Acereros del Norte","/api/v1/teams/560",680643,"Juan Mora","/api/v1/people/680643","Juan","Mora",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"218",450,"2024",1,218,64,56,75,28,15,0,4,50,8,1,62,2,".263",236,".291",".377",".668",4,6,".600",2,848,254,89,20,85,6,1,".317","0.75",1,"59.00",523,"Piratas de Campeche","/api/v1/teams/523",650701,"Ricardo Cespedes","/api/v1/people/650701","Ricardo","Cespedes",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"219",450,"2024",2,219,54,65,45,28,12,1,5,37,22,0,52,2,".263",198,".342",".409",".751",2,8,".800",10,864,223,81,23,109,1,0,".301","1.44",0,"39.60",560,"Acereros del Norte","/api/v1/teams/560",546318,"Odúbel Herrera","/api/v1/people/546318","Odúbel","Herrera",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"220",450,"2024",1,220,75,66,100,47,17,1,7,37,37,2,71,7,".262",271,".363",".410",".773",2,6,".750",5,1159,318,111,43,143,1,2,".279","0.66",0,"38.71",447,"Algodoneros Union Laguna","/api/v1/teams/447",544369,"Didi Gregorius","/api/v1/people/544369","Didi","Gregorius",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"221",450,"2024",1,221,51,19,9,9,2,0,4,36,10,0,22,3,".262",84,".357",".429",".786",0,0,".---",2,391,99,36,16,38,1,1,".400","2.11",0,"21.00",520,"Pericos de Puebla","/api/v1/teams/520",608364,"Nellie Rodriguez","/api/v1/people/608364","Nellie","Rodriguez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","X","Unknown","Unknown","X","ALL","season","hitting"
"222",450,"2024",1,222,77,78,60,24,14,0,2,48,17,0,64,7,".261",245,".327",".343",".670",1,1,".500",8,1004,274,84,28,113,5,0,".318","1.30",0,"122.50",536,"Tecos de los Dos Laredos","/api/v1/teams/536",516472,"Francisco Arcia","/api/v1/people/516472","Francisco","Arcia",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"223",450,"2024",3,223,41,30,20,22,10,0,6,51,20,0,35,0,".261",134,".357",".470",".827",1,0,".000",1,625,156,63,23,62,2,0,".377","1.50",0,"22.33",4444,"Caliente de Durango","/api/v1/teams/4444",674671,"Robbie Glendinning","/api/v1/people/674671","Robbie","Glendinning",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"224",450,"2024",1,224,60,46,29,22,5,0,1,42,20,0,41,1,".261",157,".348",".312",".660",0,1,"1.000",4,711,179,49,18,62,1,0,".351","1.59",0,"157.00",4444,"Caliente de Durango","/api/v1/teams/4444",604996,"Carlos Garzon","/api/v1/people/604996","Carlos","Garzon",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"225",450,"2024",2,225,70,62,76,26,7,2,7,34,15,1,59,2,".261",226,".309",".403",".712",2,6,".750",5,983,248,91,27,96,2,3,".277","0.82",0,"32.29",569,"Tigres de Quintana Roo","/api/v1/teams/569",616404,"Edson Garcia","/api/v1/people/616404","Edson","Garcia",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"226",450,"2024",1,226,28,9,0,5,2,0,0,8,1,0,6,1,".261",23,".320",".348",".668",0,0,".---",2,104,25,8,5,7,0,0,".400","9.00",0,"-.--",442,"Olmecas de Tabasco","/api/v1/teams/442",685834,"Michael Baca","/api/v1/people/685834","Michael","Baca",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","X","Unknown","Unknown","X","ALL","season","hitting"
"227",450,"2024",1,226,46,27,15,11,7,0,0,27,1,0,24,0,".261",92,".269",".337",".606",1,1,".500",2,335,94,31,5,36,1,0,".369","1.80",0,"-.--",575,"Dorados de Chihuahua","/api/v1/teams/575",692941,"Hector Mora","/api/v1/people/692941","Hector","Mora",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"228",450,"2024",2,228,73,26,55,49,16,0,17,101,57,2,63,1,".260",242,".399",".537",".936",0,0,".---",2,1300,303,130,55,117,0,3,".362","0.47",0,"14.24",520,"Pericos de Puebla","/api/v1/teams/520",474892,"Chris Carter","/api/v1/people/474892","Chris","Carter",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"229",450,"2024",1,229,61,61,45,32,9,1,2,43,11,1,52,6,".260",200,".318",".345",".663",1,5,".833",3,727,218,69,15,106,1,0,".323","1.36",0,"100.00",6304,"Charros de Jalisco","/api/v1/teams/6304",692979,"Maikel Serrano","/api/v1/people/692979","Maikel","Serrano",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"230",450,"2024",1,230,69,80,56,31,16,1,4,51,18,1,61,4,".260",235,".316",".387",".703",3,9,".750",7,960,270,91,28,124,7,6,".306","1.43",0,"58.75",5567,"El Aguila de Veracruz","/api/v1/teams/5567",668165,"Jose Gaitan","/api/v1/people/668165","Jose","Gaitan",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"231",450,"2024",1,231,55,52,59,17,8,0,3,28,15,1,48,3,".259",185,".325",".351",".676",1,2,".667",2,757,205,65,18,98,2,0,".292","0.88",0,"61.67",569,"Tigres de Quintana Roo","/api/v1/teams/569",652669,"Angel Erro","/api/v1/people/652669","Angel","Erro",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","5","Third Base","Infielder","3B","ALL","season","hitting"
"232",450,"2024",1,232,45,23,29,28,9,2,9,58,32,0,38,7,".259",147,".412",".531",".943",0,4,"1.000",1,808,187,78,20,72,0,1,".358","0.79",0,"16.33",447,"Algodoneros Union Laguna","/api/v1/teams/447",571437,"Aaron Altherr","/api/v1/people/571437","Aaron","Altherr",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","7","Outfielder","Outfielder","LF","ALL","season","hitting"
"233",450,"2024",2,233,39,23,25,19,6,0,9,45,8,0,31,2,".258",120,".315",".533",".848",0,0,".---",5,502,134,64,27,60,4,0,".333","0.92",0,"13.33",502,"Saraperos de Saltillo","/api/v1/teams/502",516679,"Sebastian Valle","/api/v1/people/516679","Sebastian","Valle",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"234",450,"2024",1,234,50,44,51,16,8,0,6,26,16,0,41,3,".258",159,".333",".421",".754",0,0,".---",5,663,181,67,31,63,1,2,".271","0.86",0,"26.50",5010,"Toros de Tijuana","/api/v1/teams/5010",668663,"Tres Barrera","/api/v1/people/668663","Tres","Barrera",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"235",450,"2024",2,235,42,14,28,16,5,2,2,33,20,0,26,1,".257",101,".385",".406",".791",1,1,".500",0,477,122,41,7,45,0,0,".364","0.50",0,"50.50",569,"Tigres de Quintana Roo","/api/v1/teams/569",657705,"Manny Olloque","/api/v1/people/657705","Manny","Olloque",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","10","Designated Hitter","Hitter","DH","ALL","season","hitting"
"236",450,"2024",1,236,88,91,69,58,16,1,15,77,45,3,81,3,".257",315,".353",".457",".810",5,15,".750",8,1470,366,144,40,150,1,2,".293","1.32",0,"21.00",5010,"Toros de Tijuana","/api/v1/teams/5010",516809,"Junior Lake","/api/v1/people/516809","Junior","Lake",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"237",450,"2024",1,237,21,27,17,16,3,0,5,13,11,0,19,5,".257",74,".380",".500",".880",0,0,".---",5,368,92,37,15,36,0,2,".241","1.59",0,"14.80",536,"Tecos de los Dos Laredos","/api/v1/teams/536",592660,"Rangel Ravelo","/api/v1/people/592660","Rangel","Ravelo",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"238",450,"2024",1,237,24,29,13,17,3,1,7,15,6,0,19,3,".257",74,".337",".608",".945",0,0,".---",2,278,85,45,13,35,2,0,".231","2.23",0,"10.57",5010,"Toros de Tijuana","/api/v1/teams/5010",666164,"Blake Rutherford","/api/v1/people/666164","Blake","Rutherford",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"239",450,"2024",2,239,63,54,61,38,11,3,0,60,23,0,59,1,".257",230,".327",".330",".657",4,37,".902",3,959,258,76,16,85,4,0,".347","0.89",0,"-.--",6304,"Charros de Jalisco","/api/v1/teams/6304",571740,"Billy Hamilton","/api/v1/people/571740","Billy","Hamilton",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","8","Outfielder","Outfielder","CF","ALL","season","hitting"
"240",450,"2024",2,240,50,52,43,22,11,0,3,27,13,0,40,4,".256",156,".329",".385",".714",0,0,".---",6,664,179,60,11,69,6,0,".294","1.21",0,"52.00",579,"Guerreros de Oaxaca","/api/v1/teams/579",594020,"Ricardo Valenzuela","/api/v1/people/594020","Ricardo","Valenzuela",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"241",450,"2024",1,241,14,11,17,4,3,0,1,4,4,0,11,0,".256",43,".319",".395",".714",0,0,".---",3,187,47,17,3,22,0,0,".263","0.65",0,"43.00",523,"Piratas de Campeche","/api/v1/teams/523",519068,"Efren Navarro","/api/v1/people/519068","Efren","Navarro",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"242",450,"2024",1,242,38,24,30,21,8,0,8,47,10,0,34,1,".256",133,".310",".496",".806",0,0,".---",4,639,146,66,25,78,1,1,".329","0.80",0,"16.62",6303,"Conspiradores de Queretaro","/api/v1/teams/6303",455378,"Ali Solis","/api/v1/people/455378","Ali","Solis",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
"243",450,"2024",1,243,70,62,54,35,7,0,15,62,25,0,61,2,".255",239,".331",".473",".804",2,1,".333",10,1058,266,113,36,124,0,0,".284","1.15",0,"15.93",579,"Guerreros de Oaxaca","/api/v1/teams/579",614182,"Jose Carlos Urena","/api/v1/people/614182","Jose Carlos","Urena",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"244",450,"2024",1,244,69,56,62,33,7,2,3,33,36,0,51,3,".255",200,".377",".355",".732",5,14,".737",3,1002,241,71,23,91,2,0,".293","0.90",0,"66.67",5010,"Toros de Tijuana","/api/v1/teams/5010",665455,"Isaac Rodriguez","/api/v1/people/665455","Isaac","Rodriguez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"245",450,"2024",2,245,88,63,121,40,19,0,18,66,30,1,84,1,".255",330,".315",".476",".791",6,10,".625",7,1369,365,157,54,196,0,4,".264","0.52",0,"18.33",579,"Guerreros de Oaxaca","/api/v1/teams/579",471906,"Reynaldo Rodriguez","/api/v1/people/471906","Reynaldo","Rodriguez",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","3","First Base","Infielder","1B","ALL","season","hitting"
"246",450,"2024",2,246,73,71,65,32,9,2,0,34,25,0,57,5,".254",224,".343",".313",".656",4,13,".765",5,1011,257,70,14,90,3,0,".300","1.09",0,"-.--",569,"Tigres de Quintana Roo","/api/v1/teams/569",621034,"Melvin Mercedes","/api/v1/people/621034","Melvin","Mercedes",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","9","Outfielder","Outfielder","RF","ALL","season","hitting"
"247",450,"2024",1,247,60,36,24,17,2,1,1,29,7,0,29,0,".254",114,".295",".316",".611",2,2,".500",3,459,125,36,11,43,3,1,".329","1.50",0,"114.00",575,"Dorados de Chihuahua","/api/v1/teams/575",680029,"Oziel Flores","/api/v1/people/680029","Oziel","Flores",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","4","Second Base","Infielder","2B","ALL","season","hitting"
"248",450,"2024",1,248,50,32,45,18,7,3,3,19,11,0,31,0,".254",122,".311",".434",".745",3,1,".250",1,548,138,53,20,57,3,2,".275","0.71",0,"40.67",562,"Sultanes de Monterrey","/api/v1/teams/562",665745,"Javier Salazar","/api/v1/people/665745","Javier","Salazar",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","6","Shortstop","Infielder","SS","ALL","season","hitting"
"249",450,"2024",1,249,43,42,19,23,6,0,8,39,18,0,33,2,".254",130,".351",".485",".836",0,0,".---",5,561,153,63,23,67,2,1,".298","2.21",0,"16.25",6303,"Conspiradores de Queretaro","/api/v1/teams/6303",544827,"Carlos Paulino","/api/v1/people/544827","Carlos","Paulino",125,"MEX","/api/v1/league/125",23,"/api/v1/sports/23","IND","2","Catcher","Catcher","C","ALL","season","hitting"
