"","Season","Name","Team","POS","GP","GS","INN","A","PO","E","F%","DP","TP","CS","SB","CS%","PB","PK"
"458","2024","Juan Mora","MVA","SS",1,0,"2.0",1,0,0,"1.000",1,0,NA,NA,NA,NA,NA
"459","2024","Ramon Mora","LAG","2B",1,1,"4.0",1,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"460","2024","Ramon Mora","LAG","SS",5,2,"30.0",10,3,0,"1.000",1,0,NA,NA,NA,NA,NA
"461","2024","Isboseth Morales","CAM","1B",1,0,"1.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"462","2024","Isboseth Morales","CAM","CF",3,1,"11.0",0,5,0,"1.000",0,0,NA,NA,NA,NA,NA
"463","2024","Ivan Morales","LEO","C",6,1,"13.0",0,13,0,"1.000",0,0,0,0,NA,0,0
"464","2024","Jonathan Morales","MTY","3B",2,0,"2.0",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"465","2024","Jorge Morales","SLT","C",4,0,"6.0",0,7,0,"1.000",0,0,0,1,0,0,0
"466","2024","Jorge Morales","SLT","RF",1,0,"3.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"467","2024","Mario Morales","TAB","P",9,0,"9.0",1,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"468","2024","Osmer Morales","CAM","P",6,6,"22.2",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"469","2024","Roy Morales","TAB","1B",1,0,"2.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"470","2024","Victor Morales","OAX","P",14,0,"12.2",0,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"471","2024","Luis Moreno","JAL","P",9,0,"9.1",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"472","2024","Reyes Moronta","LEO","P",19,0,"19.2",3,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"473","2024","Zach Mort","SLT","P",18,18,"87.0",10,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"474","2024","Taylor Motter","YUC","LF",6,6,"38.0",0,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"475","2024","Zach Muckenhirn","MTY","P",9,0,"8.2",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"476","2024","José Mujica","OAX","P",43,0,"39.1",3,2,0,"1.000",2,0,NA,NA,NA,NA,NA
"477","2024","Fabian Muniz","QRO","P",11,0,"8.1",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"478","2024","Max Murphy","SLT","RF",5,5,"45.0",1,11,0,"1.000",0,0,NA,NA,NA,NA,NA
"479","2024","Yairo Muñoz","LAR","1B",2,1,"9.2",0,8,0,"1.000",0,0,NA,NA,NA,NA,NA
"480","2024","Efren Navarro","CAM","1B",10,9,"82.0",1,80,0,"1.000",5,0,NA,NA,NA,NA,NA
"481","2024","Efren Navarro","CAM","LF",2,2,"15.0",1,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"482","2024","Efren Navarro","CAM","RF",2,2,"15.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"483","2024","Juan Carlos Negret","CHI","LF",27,23,"188.2",0,42,0,"1.000",0,0,NA,NA,NA,NA,NA
"484","2024","Yoanner Negrin","YUC","P",15,15,"78.0",10,7,0,"1.000",2,0,NA,NA,NA,NA,NA
"485","2024","Dean Nevarez","LAG","LF",3,0,"6.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"486","2024","Dovydas Neverauskas","JAL","P",34,0,"31.0",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"487","2024","Gabriel Noriega","TIJ","3B",6,4,"34.0",8,4,0,"1.000",1,0,NA,NA,NA,NA,NA
"488","2024","Ciro Norzagaray","PUE","SS",11,1,"31.0",8,5,0,"1.000",3,0,NA,NA,NA,NA,NA
"489","2024","Jacob Nottingham","JAL","1B",7,7,"54.2",3,47,0,"1.000",4,0,NA,NA,NA,NA,NA
"490","2024","Aldo Nunez","MVA","2B",5,3,"24.0",9,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"491","2024","Aldo Nunez","MVA","SS",2,1,"13.0",4,5,0,"1.000",1,0,NA,NA,NA,NA,NA
"492","2024","Darien Núñez","MVA","P",27,0,"20.2",3,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"493","2024","Peter O'Brien","PUE","CF",11,11,"74.0",1,17,0,"1.000",0,0,NA,NA,NA,NA,NA
"494","2024","Justin O'Conner","AGS","1B",2,2,"15.0",3,11,0,"1.000",1,0,NA,NA,NA,NA,NA
"495","2024","Norberto Obeso","YUC","CF",10,9,"73.0",0,15,0,"1.000",0,0,NA,NA,NA,NA,NA
"496","2024","Wirfin Obispo","TAB","P",9,0,"10.0",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"497","2024","Gonzalo Ochoa","OAX","P",9,0,"8.0",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"498","2024","Takeru Ohashi","TIG","LF",4,4,"32.0",0,12,0,"1.000",0,0,NA,NA,NA,NA,NA
"499","2024","Takeru Ohashi","TIG","RF",1,0,"4.0",0,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"500","2024","Jafet Ojeda","YUC","C",3,0,"3.0",1,1,0,"1.000",0,0,1,2,0.333333333333333,0,0
"501","2024","Miguel Ojeda Jr.","VER","C",14,5,"55.0",5,39,0,"1.000",1,0,3,1,0.75,1,0
"502","2024","Fernando Olguin","CHI","P",13,2,"28.2",1,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"503","2024","Manny Olloque","TIG","LF",4,3,"27.0",1,5,0,"1.000",0,0,NA,NA,NA,NA,NA
"504","2024","Juan Pablo Oramas","TAB","P",18,18,"93.1",8,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"505","2024","Manuel Orduno","VER","3B",2,1,"10.0",2,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"506","2024","Manuel Orduno","VER","RF",4,2,"20.2",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"507","2024","Manuel Orduno","TIG","CF",1,0,"2.0",0,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"508","2024","Julian Ornelas","MEX","1B",1,1,"10.0",0,9,0,"1.000",2,0,NA,NA,NA,NA,NA
"509","2024","Jio Orozco","VER","P",2,0,"2.1",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"510","2024","Jose Manuel Orozco","DUR","1B",2,1,"12.0",0,9,0,"1.000",0,0,NA,NA,NA,NA,NA
"511","2024","Jose Manuel Orozco","DUR","LF",5,2,"19.2",0,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"512","2024","Jose Manuel Orozco","DUR","CF",3,2,"20.0",0,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"513","2024","Jose Orrantia","JAL","2B",6,1,"13.0",6,3,0,"1.000",1,0,NA,NA,NA,NA,NA
"514","2024","Jose Orrantia","JAL","3B",10,3,"34.2",7,4,0,"1.000",1,0,NA,NA,NA,NA,NA
"515","2024","Jose Orrantia","JAL","SS",2,0,"5.0",2,1,0,"1.000",1,0,NA,NA,NA,NA,NA
"516","2024","Alejandro Ortiz","CAM","1B",1,0,"1.0",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"517","2024","Alejandro Ortiz","CAM","LF",12,11,"90.0",1,14,0,"1.000",0,0,NA,NA,NA,NA,NA
"518","2024","Channy Ortiz","CHI","2B",2,1,"11.0",1,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"519","2024","Channy Ortiz","CHI","SS",1,1,"9.0",3,1,0,"1.000",2,0,NA,NA,NA,NA,NA
"520","2024","Leonardo Ortiz","MEX","C",1,1,"1.0",0,1,0,"1.000",0,0,0,1,0,0,0
"521","2024","Tomo Otosaka","YUC","CF",64,62,"524.0",2,139,0,"1.000",2,0,NA,NA,NA,NA,NA
"522","2024","Luis Oviedo","OAX","P",4,3,"10.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"523","2024","Carlos Pacheco","CHI","LF",4,0,"9.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"524","2024","Carlos Pacheco","CHI","CF",1,1,"9.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"525","2024","Carlos Pacheco","CHI","RF",8,1,"26.0",0,7,0,"1.000",0,0,NA,NA,NA,NA,NA
"526","2024","Luis Pacheco","AGS","P",25,0,"22.2",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"527","2024","Angel Padron","CHI","P",8,8,"39.1",4,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"528","2024","Loiger Padron","CAM","P",22,0,"23.0",2,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"529","2024","Connor Panas","VER","1B",4,2,"21.0",1,20,0,"1.000",3,0,NA,NA,NA,NA,NA
"530","2024","Yorvin Pantoja","TIG","P",34,0,"30.1",3,0,0,"1.000",1,0,NA,NA,NA,NA,NA
"531","2024","Jonathan Partida","PUE","P",7,0,"5.2",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"532","2024","Spencer Patton","TAB","P",42,0,"39.1",4,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"533","2024","Carlos Paulino","QRO","1B",1,1,"6.0",0,7,0,"1.000",2,0,NA,NA,NA,NA,NA
"534","2024","Félix Paulino","TIG","P",11,0,"11.2",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"535","2024","Luis Payan","DUR","P",6,5,"22.1",3,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"536","2024","Pedro Payano","TIG","P",32,1,"30.0",4,1,0,"1.000",1,0,NA,NA,NA,NA,NA
"537","2024","Carlos Peguero","VER","RF",2,0,"6.1",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"538","2024","CD Pelham","YUC","P",17,0,"17.1",2,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"539","2024","Miguel Pena","QRO","P",6,0,"5.0",1,0,0,"1.000",1,0,NA,NA,NA,NA,NA
"540","2024","Ramiro Pena","MTY","1B",5,0,"5.1",1,5,0,"1.000",1,0,NA,NA,NA,NA,NA
"541","2024","Ofelky Peralta","MVA","P",3,0,"3.2",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"542","2024","Luis Perdomo","TIJ","P",10,0,"9.1",2,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"543","2024","Felix Perez","TAB","1B",2,2,"15.0",1,9,0,"1.000",0,0,NA,NA,NA,NA,NA
"544","2024","Felix Perez","TAB","3B",1,1,"9.0",2,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"545","2024","Fernando Perez","QRO","1B",10,7,"64.0",3,62,0,"1.000",6,0,NA,NA,NA,NA,NA
"546","2024","Fernando Perez","QRO","RF",6,3,"30.0",0,6,0,"1.000",0,0,NA,NA,NA,NA,NA
"547","2024","Jorge Perez","TIJ","P",14,14,"69.0",14,5,0,"1.000",0,0,NA,NA,NA,NA,NA
"548","2024","Juan Perez","MVA","LF",6,4,"42.0",0,8,0,"1.000",0,0,NA,NA,NA,NA,NA
"549","2024","Juan Perez","MVA","RF",19,15,"133.0",3,20,0,"1.000",0,0,NA,NA,NA,NA,NA
"550","2024","Maikol Perez","TIG","LF",2,1,"8.0",1,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"551","2024","Maikol Perez","TIG","CF",1,1,"8.0",0,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"552","2024","Maikol Perez","TIG","RF",3,3,"26.0",0,8,0,"1.000",0,0,NA,NA,NA,NA,NA
"553","2024","Sergio Perez","AGS","LF",3,0,"6.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"554","2024","Noah Perio","TIG","1B",4,4,"35.0",3,34,0,"1.000",2,0,NA,NA,NA,NA,NA
"555","2024","Noah Perio","TIG","LF",3,2,"17.0",0,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"556","2024","Noah Perio","TIG","RF",2,2,"17.0",1,5,0,"1.000",0,0,NA,NA,NA,NA,NA
"557","2024","Richelson Peña","QRO","P",4,4,"18.0",2,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"558","2024","Zach Phillips","MVA","P",31,0,"24.1",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"559","2024","Cesilio Pimentel","TIG","P",5,3,"14.2",3,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"560","2024","Chester Pimentel","YUC","P",19,3,"26.2",3,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"561","2024","Sandber Pimentel","LEO","1B",3,3,"23.2",5,12,0,"1.000",1,0,NA,NA,NA,NA,NA
"562","2024","Orlando Pina","PUE","3B",9,5,"50.0",4,4,0,"1.000",1,0,NA,NA,NA,NA,NA
"563","2024","Gleyvin Pineda","CHI","P",33,0,"31.0",3,1,0,"1.000",1,0,NA,NA,NA,NA,NA
"564","2024","Jesus Pirela","TIJ","P",32,0,"35.2",2,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"565","2024","José Pirela","MEX","LF",7,7,"63.0",1,13,0,"1.000",0,0,NA,NA,NA,NA,NA
"566","2024","José Pirela","MEX","RF",12,11,"88.0",0,14,0,"1.000",0,0,NA,NA,NA,NA,NA
"567","2024","Gersel Pitre","PUE","RF",1,1,"7.0",0,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"568","2024","Leobaldo Piña","CHI","1B",7,6,"58.0",9,58,0,"1.000",11,0,NA,NA,NA,NA,NA
"569","2024","Erick Preciado","PUE","P",13,0,"12.2",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"570","2024","A.J. Puckett","JAL","P",18,0,"17.2",4,0,0,"1.000",1,0,NA,NA,NA,NA,NA
"571","2024","Juniel Querecuto","OAX","2B",4,3,"31.2",11,8,0,"1.000",3,0,NA,NA,NA,NA,NA
"572","2024","Juniel Querecuto","OAX","LF",12,10,"87.1",0,17,0,"1.000",0,0,NA,NA,NA,NA,NA
"573","2024","Juniel Querecuto","OAX","CF",5,5,"40.0",1,8,0,"1.000",0,0,NA,NA,NA,NA,NA
"574","2024","Juniel Querecuto","OAX","RF",1,1,"9.0",0,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"575","2024","Rogelio Quesada","CHI","P",6,3,"11.2",0,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"576","2024","Johan Quezada","OAX","P",22,1,"20.0",2,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"577","2024","Jose Quezada","CAM","P",29,0,"23.1",5,1,0,"1.000",1,0,NA,NA,NA,NA,NA
"578","2024","Hazahel Quijada","LEO","P",25,7,"44.0",5,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"579","2024","Fredy Quintero","VER","P",6,6,"19.2",0,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"580","2024","Sean Rackoski","OAX","P",11,0,"10.1",3,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"581","2024","Luis Ramirez","DUR","P",31,3,"40.0",4,2,0,"1.000",1,0,NA,NA,NA,NA,NA
"582","2024","Eury Ramos","SLT","P",2,0,"2.1",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"583","2024","JC Ramírez","AGS","P",14,14,"72.0",7,7,0,"1.000",0,0,NA,NA,NA,NA,NA
"584","2024","Roel Ramírez","TIJ","P",41,0,"38.1",2,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"585","2024","Iker Redona","OAX","P",1,0,"1.0",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"586","2024","Cody Reed","TAB","P",26,0,"19.2",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"587","2024","Leonardo Reginatto","AGS","2B",2,2,"14.0",6,5,0,"1.000",2,0,NA,NA,NA,NA,NA
"588","2024","Omar Renteria","MTY","C",34,12,"139.1",7,110,0,"1.000",0,0,4,8,0.333333333333333,1,0
"589","2024","Alex Reyes","OAX","P",31,0,"32.0",5,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"590","2024","Angel Reyes","AGS","1B",2,0,"5.0",0,4,0,"1.000",1,0,NA,NA,NA,NA,NA
"591","2024","Angel Reyes","AGS","LF",7,7,"57.0",0,14,0,"1.000",0,0,NA,NA,NA,NA,NA
"592","2024","Angel Reyes","AGS","RF",3,3,"23.2",0,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"593","2024","Jesús Reyes","LAG","P",42,0,"35.2",3,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"594","2024","Jairus Richards","TIJ","LF",20,15,"132.0",2,18,0,"1.000",0,0,NA,NA,NA,NA,NA
"595","2024","Jairus Richards","TIJ","CF",5,1,"21.0",0,5,0,"1.000",0,0,NA,NA,NA,NA,NA
"596","2024","Ademar Rifaela","LEO","RF",14,14,"110.2",2,18,0,"1.000",1,0,NA,NA,NA,NA,NA
"597","2024","Joe Riley","MVA","P",41,0,"39.1",2,4,0,"1.000",1,0,NA,NA,NA,NA,NA
"598","2024","Ricardo Rincon","VER","1B",8,0,"16.0",1,11,0,"1.000",0,0,NA,NA,NA,NA,NA
"599","2024","Diego Rincones","CHI","RF",1,1,"6.0",0,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"600","2024","Diego Rincones","CAM","LF",6,6,"50.0",0,7,0,"1.000",0,0,NA,NA,NA,NA,NA
"601","2024","Jorge Rivera","TIG","2B",5,2,"22.0",5,7,0,"1.000",1,0,NA,NA,NA,NA,NA
"602","2024","Jorge Rivera","TIG","3B",4,0,"3.0",2,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"603","2024","Alejandro Rivero","CHI","1B",2,1,"7.0",1,6,0,"1.000",1,0,NA,NA,NA,NA,NA
"604","2024","Alejandro Rivero","CHI","2B",24,22,"186.0",61,49,0,"1.000",17,0,NA,NA,NA,NA,NA
"605","2024","Alejandro Rivero","CHI","3B",8,3,"44.0",11,0,0,"1.000",1,0,NA,NA,NA,NA,NA
"606","2024","Alex Robles","CAM","LF",1,1,"5.2",1,1,0,"1.000",1,0,NA,NA,NA,NA,NA
"607","2024","Alex Robles","CAM","RF",1,1,"9.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"608","2024","Edgar Robles","LAG","LF",9,6,"56.0",1,13,0,"1.000",0,0,NA,NA,NA,NA,NA
"609","2024","Edgar Robles","LAG","CF",17,12,"114.2",0,33,0,"1.000",0,0,NA,NA,NA,NA,NA
"610","2024","Edgar Robles","LAG","RF",9,4,"49.2",0,17,0,"1.000",0,0,NA,NA,NA,NA,NA
"611","2024","Michael Robles","DUR","SS",1,0,"0.2",0,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"612","2024","Michael Robles","DUR","LF",5,5,"42.0",0,11,0,"1.000",0,0,NA,NA,NA,NA,NA
"613","2024","Michael Robles","DUR","RF",4,2,"19.1",0,8,0,"1.000",0,0,NA,NA,NA,NA,NA
"614","2024","Arturo Rodriguez","SLT","C",19,13,"121.1",1,104,0,"1.000",0,0,2,22,0.0833333333333333,1,0
"615","2024","Arturo Rodriguez","SLT","1B",3,0,"6.2",0,7,0,"1.000",1,0,NA,NA,NA,NA,NA
"616","2024","Henry Alejandro Rodriguez","CAM","2B",9,9,"72.0",21,21,0,"1.000",9,0,NA,NA,NA,NA,NA
"617","2024","Isaac Rodriguez","TIJ","3B",19,6,"84.0",15,6,0,"1.000",1,0,NA,NA,NA,NA,NA
"618","2024","Joshua Rodriguez","LAR","1B",1,0,"1.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"619","2024","Maximo Rodriguez","MEX","P",8,0,"9.0",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"620","2024","Nellie Rodriguez","PUE","1B",23,14,"138.0",12,144,0,"1.000",20,0,NA,NA,NA,NA,NA
"621","2024","Ricky Rodriguez","VER","1B",2,1,"9.0",1,14,0,"1.000",2,0,NA,NA,NA,NA,NA
"622","2024","Ricky Rodriguez","VER","LF",2,1,"10.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"623","2024","Ricky Rodriguez","VER","RF",4,2,"19.2",0,6,0,"1.000",0,0,NA,NA,NA,NA,NA
"624","2024","Victor Rodriguez","LAG","2B",1,0,"1.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"625","2024","Yorman Rodriguez","LEO","1B",9,7,"66.1",2,67,0,"1.000",7,0,NA,NA,NA,NA,NA
"626","2024","David Rodríguez","TIG","1B",13,11,"105.1",6,90,0,"1.000",10,0,NA,NA,NA,NA,NA
"627","2024","Dereck Rodríguez","JAL","P",16,16,"82.0",8,15,0,"1.000",0,0,NA,NA,NA,NA,NA
"628","2024","Ricardo Rodríguez","VER","P",18,0,"18.1",0,5,0,"1.000",0,0,NA,NA,NA,NA,NA
"629","2024","Richard Rodríguez","MTY","P",41,0,"41.1",4,1,0,"1.000",1,0,NA,NA,NA,NA,NA
"630","2024","Ronny Rodríguez","CAM","2B",4,4,"33.0",5,10,0,"1.000",1,0,NA,NA,NA,NA,NA
"631","2024","Ronny Rodríguez","CAM","RF",4,4,"25.2",0,5,0,"1.000",0,0,NA,NA,NA,NA,NA
"632","2024","Esmil Rogers","VER","P",17,17,"91.0",16,10,0,"1.000",1,0,NA,NA,NA,NA,NA
"633","2024","Luis Romero","QRO","P",10,10,"40.0",6,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"634","2024","Randy Romero","TAB","LF",7,3,"29.0",0,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"635","2024","Randy Romero","TAB","RF",2,1,"10.2",0,3,0,"1.000",0,0,NA,NA,NA,NA,NA
"636","2024","Jorge Rondon","MTY","P",41,0,"40.1",6,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"637","2024","José Rondón","MEX","CF",1,0,"6.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"638","2024","Manuel Rondon","VER","P",22,0,"19.2",5,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"639","2024","Bruce Rondón","CHI","P",9,0,"8.0",2,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"640","2024","Arturo Roque","MTY","P",16,4,"33.1",2,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"641","2024","Aneuris Rosario","VER","P",31,0,"28.2",3,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"642","2024","Zac Rosscup","TIJ","P",26,1,"36.0",3,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"643","2024","Ramón Rosso","LEO","P",10,10,"39.1",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"644","2024","Gustavo Ruiz","JAL","C",4,0,"9.2",0,10,0,"1.000",0,0,0,2,0,0,0
"645","2024","Rio Ruiz","QRO","1B",22,16,"137.2",20,115,0,"1.000",11,0,NA,NA,NA,NA,NA
"646","2024","Evan Rutckyj","VER","P",16,0,"13.2",3,0,0,"1.000",1,0,NA,NA,NA,NA,NA
"647","2024","Blake Rutherford","TIJ","LF",2,0,"3.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"648","2024","Fernando Salas","TAB","P",33,0,"33.0",4,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"649","2024","Issmael Salas","QRO","2B",1,0,"8.0",4,3,0,"1.000",1,0,NA,NA,NA,NA,NA
"650","2024","Javier Salazar","MTY","3B",12,6,"60.0",21,6,0,"1.000",3,0,NA,NA,NA,NA,NA
"651","2024","Javier Salazar","MTY","SS",30,23,"208.0",78,33,0,"1.000",23,0,NA,NA,NA,NA,NA
"652","2024","Javier Salazar","MTY","LF",5,3,"30.2",0,8,0,"1.000",0,0,NA,NA,NA,NA,NA
"653","2024","Alex Sanabia","SLT","P",14,14,"70.1",11,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"654","2024","Asael Sanchez","MTY","1B",10,1,"34.2",2,30,0,"1.000",5,0,NA,NA,NA,NA,NA
"655","2024","Brian Sanchez","TIG","RF",6,5,"49.0",2,7,0,"1.000",0,0,NA,NA,NA,NA,NA
"656","2024","Jake Sanchez","MEX","P",42,0,"41.2",2,2,0,"1.000",1,0,NA,NA,NA,NA,NA
"657","2024","Sasagi Sanchez","MTY","P",27,0,"29.2",3,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"658","2024","Donny Sands","TIJ","1B",1,0,"3.0",0,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"659","2024","Cristian Santana","CHI","LF",3,3,"19.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"660","2024","Edgar Santana","PUE","P",48,0,"48.1",5,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"661","2024","Antonio Santos","PUE","P",4,4,"21.2",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"662","2024","Luis Santos","MTY","2B",15,4,"49.1",24,12,0,"1.000",6,0,NA,NA,NA,NA,NA
"663","2024","Luis Santos","MTY","3B",6,0,"12.0",3,2,0,"1.000",1,0,NA,NA,NA,NA,NA
"664","2024","Gonzalo Sanudo","JAL","P",20,0,"18.0",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"665","2024","Luis Sardinas","OAX","2B",8,7,"59.1",21,17,0,"1.000",5,0,NA,NA,NA,NA,NA
"666","2024","Axel Sauceda","PUE","P",3,0,"5.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"667","2024","Jorge Sauceda","JAL","P",19,2,"31.0",3,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"668","2024","Brian Schlitter","CHI","P",23,0,"24.0",4,1,0,"1.000",1,0,NA,NA,NA,NA,NA
"669","2024","Darren Seferina","LAG","2B",18,10,"101.2",25,27,0,"1.000",6,0,NA,NA,NA,NA,NA
"670","2024","Jose Sermo","DUR","1B",7,7,"55.2",3,43,0,"1.000",5,0,NA,NA,NA,NA,NA
"671","2024","Maikel Serrano","JAL","1B",8,3,"42.0",0,29,0,"1.000",3,0,NA,NA,NA,NA,NA
"672","2024","Ricardo Serrano","CAM","2B",5,2,"27.0",13,7,0,"1.000",6,0,NA,NA,NA,NA,NA
"673","2024","Anderson Severino","OAX","P",20,1,"16.2",1,0,0,"1.000",0,0,NA,NA,NA,NA,NA
"674","2024","D.J. Sharabi","TIG","P",5,0,"7.0",0,1,0,"1.000",1,0,NA,NA,NA,NA,NA
"675","2024","Kenneth Sigman","QRO","P",3,0,"4.0",1,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"676","2024","Rubi Silva","QRO","LF",5,4,"34.1",1,7,0,"1.000",0,0,NA,NA,NA,NA,NA
"677","2024","Rubi Silva","QRO","CF",5,2,"31.1",0,10,0,"1.000",0,0,NA,NA,NA,NA,NA
"678","2024","Dwight Smith Jr.","JAL","1B",1,0,"2.0",0,4,0,"1.000",0,0,NA,NA,NA,NA,NA
"679","2024","Javier Solano","CAM","P",16,16,"90.1",6,6,0,"1.000",0,0,NA,NA,NA,NA,NA
"680","2024","Yangervis Solarte","OAX","3B",1,1,"9.0",3,1,0,"1.000",1,0,NA,NA,NA,NA,NA
"681","2024","Alejandro Soto","VER","P",15,10,"52.1",6,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"682","2024","Carlos Soto","MTY","1B",12,2,"40.0",1,38,0,"1.000",10,0,NA,NA,NA,NA,NA
"683","2024","Shea Spitzbarth","AGS","P",30,0,"30.2",5,0,0,"1.000",1,0,NA,NA,NA,NA,NA
"684","2024","Drew Stankiewicz","PUE","2B",1,0,"2.0",0,1,0,"1.000",0,0,NA,NA,NA,NA,NA
"685","2024","Nick Struck","TAB","P",18,18,"95.0",14,6,0,"1.000",0,0,NA,NA,NA,NA,NA
"686","2024","Darnell Sweeney","PUE","LF",2,0,"3.0",0,2,0,"1.000",0,0,NA,NA,NA,NA,NA
"687","2024","Angel Sánchez","PUE","P",6,6,"38.1",7,2,0,"1.000",0,0,NA,NA,NA,NA,NA
