"","Year","Name","Team","POS","GP","GS","INN","TC","RF/G","RF/9","TE","CERA","CI"
"1562","2023","Carlos Arellano","VER","SS",3,1,"19.0",12,"4.00","5.68",0,NA,NA
"1563","2023","Isael Arias","OAX","LF",3,3,"26.0",6,"2.00","2.08",0,NA,NA
"1564","2023","Isael Arias","OAX","RF",1,1,"7.0",1,"1.00","1.29",0,NA,NA
"1565","2023","Jonathan Aro","GDL","P",46,0,"46.2",6,"0.13","1.17",0,NA,NA
"1566","2023","Angel Arredondo","MEX","2B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"1567","2023","Angel Arredondo","MEX","3B",7,4,"41.2",12,"1.71","2.63",0,NA,NA
"1568","2023","Edgar Arredondo","MVA","P",13,11,"53.1",10,"0.77","1.70",0,NA,NA
"1569","2023","Jesus Arredondo","SLT","LF",3,3,"21.0",3,"1.00","1.29",0,NA,NA
"1570","2023","Jesus Arredondo","SLT","RF",4,4,"31.0",4,"1.00","1.16",0,NA,NA
"1571","2023","Emmanuel Avila","OAX","SS",3,2,"20.0",6,"2.00","2.70",0,NA,NA
"1572","2023","Luis Aviles Jr.","MVA","SS",2,2,"18.0",7,"3.50","3.50",0,NA,NA
"1573","2023","Manuel Baez","LAG","P",17,0,"16.1",3,"0.18","1.69",0,NA,NA
"1574","2023","Arturo Barradas","VER","P",16,0,"14.0",2,"0.13","1.29",0,NA,NA
"1575","2023","Manuel Barradas","TAB","C",4,0,"7.0",9,"2.25","11.57",0,"1.29",0
"1576","2023","Alejandro Barraza","LAR","P",33,0,"35.1",6,"0.18","1.54",0,NA,NA
"1577","2023","Manny Barreda","TIJ","P",18,18,"92.0",11,"0.61","1.08",0,NA,NA
"1578","2023","Luis Barrera","TAB","LF",1,0,"4.0",2,"2.00","4.50",0,NA,NA
"1579","2023","Luis Barrera","TAB","CF",3,0,"8.0",4,"1.33","4.50",0,NA,NA
"1580","2023","Franklin Barreto","LAR","1B",10,10,"84.2",93,"9.30","9.96",0,NA,NA
"1581","2023","Franklin Barreto","LAR","2B",3,3,"25.2",14,"4.67","5.04",0,NA,NA
"1582","2023","Franklin Barreto","LAR","CF",10,10,"78.1",22,"2.20","2.54",0,NA,NA
"1583","2023","Franklin Barreto","LAR","RF",2,1,"16.0",2,"1.00","1.13",0,NA,NA
"1584","2023","Xavier Batista","GDL","LF",12,12,"99.1",12,"1.00","1.09",0,NA,NA
"1585","2023","Xavier Batista","CAM","RF",2,1,"9.0",2,"1.00","2.00",0,NA,NA
"1586","2023","Gerson Bautista","MTY","P",24,0,"22.2",6,"0.25","2.45",0,NA,NA
"1587","2023","Carlos Belen","MTY","P",38,0,"39.1",8,"0.21","1.85",0,NA,NA
"1588","2023","Lazaro Blanco","LEO","P",14,14,"71.1",13,"0.93","1.65",0,NA,NA
"1589","2023","Esteban Bloch","OAX","P",35,6,"59.0",11,"0.31","1.68",0,NA,NA
"1590","2023","Sam Bordner","LAR","P",42,0,"38.0",10,"0.24","2.37",0,NA,NA
"1591","2023","BJ Boyd","MVA","CF",3,3,"23.0",4,"1.33","1.57",0,NA,NA
"1592","2023","Ramon Bramasco","TIG","RF",2,2,"16.0",3,"1.50","1.69",0,NA,NA
"1593","2023","Edgar Bravo","LEO","3B",2,2,"17.0",2,"1.00","1.06",0,NA,NA
"1594","2023","Edgar Bravo","LEO","LF",8,7,"54.1",13,"1.63","2.17",0,NA,NA
"1595","2023","Edgar Bravo","LEO","RF",12,8,"74.0",18,"1.50","2.19",0,NA,NA
"1596","2023","Jose Bravo","MEX","P",2,0,"3.0",1,"0.50","3.00",0,NA,NA
"1597","2023","Geoff Broussard","LAR","P",49,0,"52.0",9,"0.18","1.56",0,NA,NA
"1598","2023","Aaron Brown","MEX","P",34,0,"31.2",5,"0.15","1.45",0,NA,NA
"1599","2023","Keon Broxton","MVA","CF",8,7,"63.0",18,"2.25","2.57",0,NA,NA
"1600","2023","Keon Broxton","MVA","RF",7,7,"61.0",9,"1.29","1.33",0,NA,NA
"1601","2023","Victor Buelna","DUR","P",24,2,"26.2",1,"0.04","0.35",0,NA,NA
"1602","2023","Martin Buitimea","LEO","P",16,1,"19.2",6,"0.38","2.84",0,NA,NA
"1603","2023","Enrique Burgos","YUC","P",31,0,"29.2",4,"0.13","1.24",0,NA,NA
"1604","2023","Fernando Burgueno","TIG","P",17,0,"20.0",4,"0.24","1.80",0,NA,NA
"1605","2023","Sergio Burruel","SLT","1B",2,1,"11.0",10,"5.00","8.18",0,NA,NA
"1606","2023","Carlos Bustamante","MVA","P",23,0,"19.1",5,"0.22","2.37",0,NA,NA
"1607","2023","Omar Bustamante","MVA","C",2,0,"4.0",5,"2.50","11.25",0,"4.50",0
"1608","2023","Justin Byrd","LEO","CF",6,6,"47.0",11,"1.83","2.11",0,NA,NA
"1609","2023","Angel Camacho","YUC","LF",20,2,"53.0",11,"0.55","1.87",0,NA,NA
"1610","2023","Angel Camacho","YUC","CF",11,9,"76.0",24,"2.18","2.84",0,NA,NA
"1611","2023","Angel Camacho","YUC","RF",8,0,"18.0",3,"0.38","1.50",0,NA,NA
"1612","2023","Jose Camacho","LEO","RF",10,10,"79.0",17,"1.70","1.94",0,NA,NA
"1613","2023","Arel Campoy","LAG","3B",4,1,"10.0",2,"0.50","1.80",0,NA,NA
"1614","2023","Jason Carmona","AGS","P",6,0,"7.2",2,"0.33","2.57",0,NA,NA
"1615","2023","Faustino Carrera","TIJ","P",15,14,"66.2",6,"0.40","0.82",0,NA,NA
"1616","2023","Gilberto Carrera","LEO","2B",16,11,"96.1",65,"4.06","6.09",0,NA,NA
"1617","2023","Adalberto Carrillo","TIJ","LF",26,12,"122.2",27,"1.04","1.99",0,NA,NA
"1618","2023","Adalberto Carrillo","TIJ","RF",1,0,"2.0",1,"1.00","4.50",0,NA,NA
"1619","2023","Alex Carrillo","TIG","P",22,0,"22.1",3,"0.14","1.23",0,NA,NA
"1620","2023","Raul Carrillo","TIG","P",17,17,"86.0",13,"0.76","1.36",0,NA,NA
"1621","2023","Chris Carter","MVA","1B",7,7,"60.0",54,"7.71","8.10",0,NA,NA
"1622","2023","Erick Casillas","OAX","P",40,0,"37.2",6,"0.15","1.46",0,NA,NA
"1623","2023","Gerardo Castaneda","PUE","C",3,0,"6.0",6,"2.00","9.00",0,"9.00",0
"1624","2023","Ali Castillo","LAR","3B",5,4,"35.0",9,"1.80","2.31",0,NA,NA
"1625","2023","Ali Castillo","LAR","SS",8,4,"37.2",17,"2.13","4.14",0,NA,NA
"1626","2023","Ali Castillo","LAR","LF",1,1,"7.0",1,"1.00","1.29",0,NA,NA
"1627","2023","Cristian Castillo","MTY","P",17,3,"33.1",4,"0.24","1.09",0,NA,NA
"1628","2023","Enrique Castillo","MTY","P",19,0,"24.2",2,"0.11","0.75",0,NA,NA
"1629","2023","Ivan Castillo","MVA","3B",2,1,"8.0",3,"1.50","3.38",0,NA,NA
"1630","2023","Ivan Castillo","MVA","SS",7,6,"53.0",21,"3.00","3.57",0,NA,NA
"1631","2023","Luis Castillo","CAM","P",27,6,"47.2",9,"0.33","1.72",0,NA,NA
"1632","2023","Rusney Castillo","GDL","LF",7,7,"52.0",5,"0.71","0.87",0,NA,NA
"1633","2023","Rusney Castillo","GDL","RF",2,2,"18.0",1,"0.50","0.50",0,NA,NA
"1634","2023","Daniel Castro","MTY","2B",13,8,"77.1",47,"3.62","5.49",0,NA,NA
"1635","2023","Daniel Castro","MTY","SS",4,3,"26.0",14,"3.50","4.85",0,NA,NA
"1636","2023","Leandro Castro","MVA","LF",4,4,"35.0",4,"1.00","1.03",0,NA,NA
"1637","2023","Linder Castro","SLT","P",20,1,"31.1",5,"0.25","1.45",0,NA,NA
"1638","2023","Jorgan Cavanerio","AGS","P",6,0,"10.0",3,"0.50","2.70",0,NA,NA
"1639","2023","Juan Cazarez","LEO","P",9,1,"10.1",2,"0.22","1.80",0,NA,NA
"1640","2023","Hans Chacon","YUC","RF",2,0,"5.0",1,"0.50","1.80",0,NA,NA
"1641","2023","Alejandro Chavez","LEO","P",24,8,"50.1",5,"0.21","0.90",0,NA,NA
"1642","2023","Jose Guadalupe Chavez","GDL","2B",1,1,"8.0",6,"6.00","6.75",0,NA,NA
"1643","2023","Lupe Chavez","DUR","P",17,4,"41.0",6,"0.35","1.32",0,NA,NA
"1644","2023","Manuel Chavez","YUC","P",27,5,"40.2",9,"0.33","2.03",0,NA,NA
"1645","2023","Rogelio Cobos","PUE","CF",5,1,"15.0",3,"0.60","1.80",0,NA,NA
"1646","2023","Rogelio Cobos","PUE","RF",7,0,"17.0",1,"0.14","0.53",0,NA,NA
"1647","2023","Dalton Combs","CAM","1B",7,2,"26.1",21,"3.00","7.27",0,NA,NA
"1648","2023","Dalton Combs","CAM","RF",16,16,"134.0",35,"2.19","2.35",0,NA,NA
"1649","2023","Remy Cordero","OAX","P",3,3,"10.2",1,"0.33","0.90",0,NA,NA
"1650","2023","Francisco Cordoba","MEX","1B",1,0,"1.0",2,"2.00","18.00",0,NA,NA
"1651","2023","Jesus Cordova","GDL","C",2,2,"18.0",11,"5.50","5.50",0,"7.50",0
"1652","2023","Rafael Cordova","TAB","P",20,0,"19.2",2,"0.10","0.95",0,NA,NA
"1653","2023","Daniel Cornejo","AGS","RF",16,8,"88.0",22,"1.38","2.25",0,NA,NA
"1654","2023","Fabian Cota","MEX","P",25,0,"22.1",2,"0.08","0.82",0,NA,NA
"1655","2023","Daniel Cruz","LEO","P",23,1,"31.2",3,"0.13","0.87",0,NA,NA
"1656","2023","Allen Córdoba","LAG","3B",7,3,"31.1",12,"1.71","3.48",0,NA,NA
"1657","2023","Allen Córdoba","LAG","CF",10,8,"65.0",18,"1.80","2.49",0,NA,NA
"1658","2023","Allen Córdoba","LAG","RF",2,1,"9.0",5,"2.50","5.00",0,NA,NA
"1659","2023","Tiago Da Silva","DUR","P",19,13,"68.0",15,"0.79","1.99",0,NA,NA
"1660","2023","Daniel De La Fuente","MTY","P",15,15,"67.1",3,"0.20","0.40",0,NA,NA
"1661","2023","Carlos De Leon","OAX","P",4,0,"5.1",2,"0.50","3.60",0,NA,NA
"1662","2023","Raul De Los Reyes","AGS","P",22,1,"21.1",4,"0.18","1.71",0,NA,NA
"1663","2023","Adrian Del Moral","OAX","P",12,6,"31.1",7,"0.58","2.03",0,NA,NA
"1664","2023","Alex Delgado","OAX","P",7,7,"30.1",5,"0.71","1.50",0,NA,NA
"1665","2023","Irwin Delgado","TIG","P",12,0,"13.2",2,"0.17","1.38",0,NA,NA
"1666","2023","Kristian Delgado","AGS","2B",1,0,"4.0",3,"3.00","6.75",0,NA,NA
"1667","2023","Kristian Delgado","AGS","SS",6,4,"30.0",16,"2.67","4.80",0,NA,NA
"1668","2023","Randy Delgado","MTY","RF",3,0,"8.0",1,"0.33","1.13",0,NA,NA
"1669","2023","Odrisamer Despaigne","GDL","P",18,18,"98.1",25,"1.39","2.30",0,NA,NA
"1670","2023","Conrado Diaz","LAG","C",3,0,"6.0",4,"1.33","6.00",0,"12.00",0
"1671","2023","Sebastian Diaz","CAM","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"1672","2023","Sebastian Diaz","CAM","3B",12,6,"61.1",16,"1.33","2.36",0,NA,NA
"1673","2023","Derek Dietrich","MVA","1B",1,0,"5.0",6,"6.00","10.80",0,NA,NA
"1674","2023","Derek Dietrich","MVA","2B",1,1,"6.0",4,"4.00","6.00",0,NA,NA
"1675","2023","Marcos Diplán","AGS","P",4,3,"8.1",3,"0.75","3.38",0,NA,NA
"1676","2023","Rafael Dolis","PUE","P",25,0,"23.1",5,"0.20","1.96",0,NA,NA
"1677","2023","Felix Doubront","YUC","P",8,7,"36.1",7,"0.88","1.75",0,NA,NA
"1678","2023","Yadir Drake","YUC","CF",2,2,"18.0",5,"2.50","2.50",0,NA,NA
"1679","2023","Yadir Drake","YUC","RF",63,63,"519.0",120,"1.90","2.08",0,NA,NA
"1680","2023","Frank Duncan","GDL","P",17,17,"91.1",14,"0.82","1.38",0,NA,NA
"1681","2023","Edwin Díaz","SLT","3B",9,8,"72.0",30,"3.33","3.75",0,NA,NA
"1682","2023","Norman Elenes","MTY","P",36,0,"31.2",5,"0.14","1.45",0,NA,NA
"1683","2023","Geno Encina","TIG","P",9,7,"26.0",5,"0.56","1.73",0,NA,NA
"1684","2023","Tyler Eppler","MTY","P",7,7,"38.1",4,"0.57","0.95",0,NA,NA
"1685","2023","Angel Erro","TIG","1B",3,2,"16.0",10,"3.33","5.63",0,NA,NA
"1686","2023","J.C. Escarra","TIJ","C",19,18,"153.0",182,"9.58","10.71",0,"4.65",0
"1687","2023","Christopher Escarrega","MTY","C",14,3,"53.1",60,"4.29","10.19",0,"4.22",0
"1688","2023","Julian Escobedo","LAG","LF",20,14,"129.0",38,"1.90","2.65",0,NA,NA
"1689","2023","Julian Escobedo","LAG","CF",4,3,"24.0",2,"0.50","0.75",0,NA,NA
"1690","2023","Roberto Espinosa","GDL","P",33,0,"26.2",3,"0.09","1.04",0,NA,NA
"1691","2023","Isaac Esqueda","MVA","P",14,0,"13.2",1,"0.07","0.69",0,NA,NA
"1692","2023","Calvin Estrada","MVA","LF",12,12,"104.2",21,"1.75","1.82",0,NA,NA
"1693","2023","Calvin Estrada","MVA","RF",17,17,"141.0",30,"1.76","1.91",0,NA,NA
"1694","2023","Jesus Fabela","MEX","CF",4,4,"33.0",8,"2.00","2.18",0,NA,NA
"1695","2023","Oscar Felix","CAM","P",16,0,"12.2",1,"0.06","0.75",0,NA,NA
"1696","2023","Michael Feliz","YUC","P",9,0,"8.1",4,"0.44","4.50",0,NA,NA
"1697","2023","Francisco Ferreiro","CAM","RF",18,10,"93.1",29,"1.61","2.81",0,NA,NA
"1698","2023","Carlos Figueroa","MVA","LF",11,10,"90.0",10,"0.91","1.00",0,NA,NA
"1699","2023","Jose Augusto Figueroa","GDL","1B",1,1,"7.0",9,"9.00","11.57",0,NA,NA
"1700","2023","Jose Augusto Figueroa","GDL","LF",13,9,"85.1",12,"0.92","1.27",0,NA,NA
"1701","2023","Eric Filia","MVA","CF",31,28,"232.1",48,"1.55","1.86",0,NA,NA
"1702","2023","Eric Filia","MVA","RF",4,2,"19.0",7,"1.75","3.32",0,NA,NA
"1703","2023","Eric Filia","OAX","1B",1,1,"8.0",9,"9.00","10.13",0,NA,NA
"1704","2023","Wendell Floranus","TIG","P",28,0,"24.2",2,"0.07","0.75",0,NA,NA
"1705","2023","Aldo Flores","AGS","2B",7,3,"27.2",14,"2.00","4.67",0,NA,NA
"1706","2023","Alejandro Flores","LAG","1B",10,2,"37.1",41,"4.10","9.97",0,NA,NA
"1707","2023","Alejandro Flores","LAG","RF",1,1,"8.0",4,"4.00","4.50",0,NA,NA
"1708","2023","Bernardo Flores Jr.","OAX","P",11,11,"47.2",10,"0.91","1.91",0,NA,NA
"1709","2023","Daniel Flores","CAM","P",18,10,"50.0",8,"0.44","1.44",0,NA,NA
"1710","2023","Joel Flores","LEO","2B",7,0,"12.0",8,"1.14","6.00",0,NA,NA
"1711","2023","Joel Flores","LEO","RF",6,2,"20.0",2,"0.33","0.90",0,NA,NA
"1712","2023","Jorge Flores","PUE","2B",6,6,"53.0",35,"5.83","5.94",0,NA,NA
"1713","2023","Manuel Flores","CAM","P",15,15,"73.0",8,"0.53","0.99",0,NA,NA
"1714","2023","Oziel Flores","OAX","CF",4,4,"27.0",6,"1.50","2.00",0,NA,NA
"1715","2023","Ramón Flores","MEX","1B",10,3,"44.0",49,"4.90","10.02",0,NA,NA
"1716","2023","Ramón Flores","MEX","2B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"1717","2023","Rudy Flores","LAR","1B",2,0,"2.0",1,"0.50","4.50",0,NA,NA
"1718","2023","Marco Fregozo","LAG","P",19,0,"15.0",1,"0.05","0.60",0,NA,NA
"1719","2023","Jose Frutos","OAX","P",37,0,"36.2",4,"0.11","1.00",0,NA,NA
"1720","2023","Balbino Fuenmayor","LAR","1B",44,43,"363.1",381,"8.66","9.45",0,NA,NA
"1721","2023","Jose Gaitan","VER","CF",18,15,"138.0",44,"2.44","2.87",0,NA,NA
"1722","2023","Alex Gallegos","LAG","P",21,0,"23.1",3,"0.14","1.17",0,NA,NA
"1723","2023","Randy Galvez","SLT","P",1,0,"2.1",1,"1.00","4.50",0,NA,NA
"1724","2023","Anhuar Garcia","YUC","P",19,0,"19.2",1,"0.05","0.47",0,NA,NA
"1725","2023","Dérmis Garcia","LAG","1B",2,2,"17.0",17,"8.50","9.00",0,NA,NA
"1726","2023","Edson Garcia","MVA","2B",14,13,"107.1",63,"4.50","5.30",0,NA,NA
"1727","2023","Edson Garcia","MVA","LF",11,8,"70.2",18,"1.64","2.31",0,NA,NA
"1728","2023","Edwin Garcia","SLT","2B",1,1,"9.0",5,"5.00","5.00",0,NA,NA
"1729","2023","Edwin Garcia","SLT","SS",24,22,"181.0",65,"2.71","3.23",0,NA,NA
"1730","2023","Gabriel Garcia","TIJ","P",11,0,"10.0",1,"0.09","0.90",0,NA,NA
"1731","2023","Hanzel Garcia","LEO","2B",3,2,"12.1",5,"1.67","3.75",0,NA,NA
"1732","2023","Hanzel Garcia","LEO","3B",7,4,"37.0",11,"1.57","2.68",0,NA,NA
"1733","2023","Hanzel Garcia","LEO","SS",3,2,"21.0",16,"5.33","6.86",0,NA,NA
"1734","2023","Jalen Garcia","TIG","RF",3,2,"20.0",5,"1.67","2.25",0,NA,NA
"1735","2023","Jesus Garcia","PUE","P",10,0,"8.2",3,"0.30","3.38",0,NA,NA
"1736","2023","Mario Garcia","AGS","P",27,1,"36.2",6,"0.22","1.50",0,NA,NA
"1737","2023","Onelki Garcia","YUC","P",10,10,"50.2",17,"1.70","3.06",0,NA,NA
"1738","2023","Sebastian Garcia","OAX","SS",2,1,"12.0",12,"6.00","9.00",0,NA,NA
"1739","2023","Victor Garcia","TIG","P",13,7,"34.2",2,"0.15","0.53",0,NA,NA
"1740","2023","Anthony García","YUC","RF",35,35,"311.1",66,"1.89","1.91",0,NA,NA
"1741","2023","Robel García","YUC","2B",13,13,"112.0",51,"3.92","4.10",0,NA,NA
"1742","2023","Jonas Garibay","VER","P",36,0,"32.2",3,"0.08","0.84",0,NA,NA
"1743","2023","Saul Garza","TIJ","C",17,10,"98.0",91,"5.35","8.36",0,"2.94",0
"1744","2023","Saul Garza","TIJ","1B",5,1,"20.0",22,"4.40","9.90",0,NA,NA
"1745","2023","Carlos Garzon","DUR","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"1746","2023","Christopher Gastelum","GDL","2B",7,4,"45.1",22,"3.14","4.40",0,NA,NA
"1747","2023","Christopher Gastelum","GDL","SS",1,1,"8.0",5,"5.00","5.63",0,NA,NA
"1748","2023","Leo German","PUE","CF",60,50,"442.0",111,"1.85","2.26",0,NA,NA
"1749","2023","Anthony Giansanti","SLT","CF",17,17,"141.2",38,"2.24","2.43",0,NA,NA
"1750","2023","Amilcar Gomez","AGS","LF",11,4,"46.1",12,"1.09","2.35",0,NA,NA
"1751","2023","Amilcar Gomez","AGS","CF",11,4,"58.0",14,"1.27","2.17",0,NA,NA
"1752","2023","Yapson Gomez","DUR","P",37,2,"41.0",4,"0.11","0.88",0,NA,NA
"1753","2023","Alvaro Gonzalez","SLT","LF",4,2,"16.2",2,"0.50","1.13",0,NA,NA
"1754","2023","Felipe Gonzalez","MTY","P",13,2,"15.1",1,"0.08","0.60",0,NA,NA
"1755","2023","Orlando Gonzalez","SLT","P",6,1,"8.2",1,"0.17","1.13",0,NA,NA
"1756","2023","Santiago Gonzalez","DUR","RF",8,5,"42.0",8,"1.00","1.71",0,NA,NA
"1757","2023","Luis González","MTY","P",39,0,"37.1",7,"0.18","1.70",0,NA,NA
"1758","2023","Ariel Gracia","OAX","P",31,1,"30.1",9,"0.29","2.70",0,NA,NA
"1759","2023","Mikell Granberry","VER","C",3,0,"4.0",4,"1.33","9.00",0,"2.25",0
"1760","2023","Mikell Granberry","VER","1B",1,0,"2.0",3,"3.00","13.50",0,NA,NA
"1761","2023","Javy Guerra","TIJ","P",43,0,"34.1",11,"0.26","2.91",0,NA,NA
"1762","2023","Alberto Guerrero","TIG","P",11,11,"49.0",6,"0.55","1.10",0,NA,NA
"1763","2023","Daniel Guerrero","VER","P",14,2,"24.2",4,"0.29","1.50",0,NA,NA
"1764","2023","Jesus Guerrero","LEO","C",4,2,"10.0",11,"2.75","9.90",0,"5.40",0
"1765","2023","Tayron Guerrero","MEX","P",8,0,"7.2",4,"0.50","5.14",0,NA,NA
"1766","2023","Adrian Gusman","MTY","P",22,0,"23.0",4,"0.18","1.57",0,NA,NA
"1767","2023","Beder Gutierrez","LAR","LF",15,3,"60.0",16,"1.07","2.40",0,NA,NA
"1768","2023","Beder Gutierrez","LAR","CF",3,0,"7.0",1,"0.33","1.29",0,NA,NA
"1769","2023","Beder Gutierrez","LAR","RF",4,1,"19.0",4,"1.00","1.89",0,NA,NA
"1770","2023","David Gutierrez","TAB","P",32,0,"29.1",5,"0.16","1.55",0,NA,NA
"1771","2023","Demetrio Gutierrez","OAX","P",17,13,"65.1",8,"0.47","1.11",0,NA,NA
"1772","2023","Gerardo Gutierrez","VER","P",38,0,"41.0",6,"0.16","1.32",0,NA,NA
"1773","2023","Santiago Gutierrez","LAG","P",16,0,"11.2",1,"0.06","0.82",0,NA,NA
"1774","2023","Antonio Guzman","GDL","P",13,0,"16.2",4,"0.31","2.25",0,NA,NA
"1775","2023","Miguel Guzman","PUE","LF",11,8,"64.0",14,"1.27","1.97",0,NA,NA
"1776","2023","Juan Gámez","MTY","P",18,0,"18.0",7,"0.39","3.50",0,NA,NA
"1777","2023","Esteban Haro","GDL","P",44,0,"38.1",5,"0.11","1.18",0,NA,NA
"1778","2023","Francisco Haro","YUC","P",16,15,"86.2",21,"1.31","2.20",0,NA,NA
"1779","2023","Juan Haro","TIG","C",1,0,"1.0",1,"1.00","9.00",0,"0.00",0
"1780","2023","Juan Haro","TIG","1B",1,0,"0.2",1,"1.00","0.00",0,NA,NA
"1781","2023","Alonzo Harris","LAR","RF",2,1,"11.0",4,"2.00","3.27",0,NA,NA
"1782","2023","Leo Heras","TAB","RF",61,61,"516.1",118,"1.93","2.06",0,NA,NA
"1783","2023","David Hernandez","LEO","P",27,2,"31.2",4,"0.15","1.16",0,NA,NA
"1784","2023","David Hernandez","LEO","CF",4,3,"30.0",8,"2.00","2.40",0,NA,NA
"1785","2023","Felipe Hernandez","GDL","P",4,0,"4.1",1,"0.25","2.25",0,NA,NA
"1786","2023","Francisco Hernandez","LAG","LF",25,3,"57.2",18,"0.72","2.84",0,NA,NA
"1787","2023","Francisco Hernandez","LAG","CF",6,2,"23.0",7,"1.17","2.74",0,NA,NA
"1788","2023","Hector Hernandez","LEO","P",4,4,"12.1",2,"0.50","1.50",0,NA,NA
"1789","2023","Hector Hernandez","TAB","2B",13,11,"89.0",43,"3.31","4.35",0,NA,NA
"1790","2023","Hector Hernandez","TAB","SS",3,3,"22.0",13,"4.33","5.32",0,NA,NA
"1791","2023","Jan Hernandez","MTY","CF",2,1,"12.0",2,"1.00","1.50",0,NA,NA
"1792","2023","Jose Hernandez","PUE","P",2,0,"2.0",1,"0.50","4.50",0,NA,NA
"1793","2023","Lazaro Hernandez","TIG","RF",9,9,"80.2",10,"1.11","1.13",0,NA,NA
"1794","2023","Pavel Hernandez","AGS","P",14,12,"62.2",14,"1.00","2.03",0,NA,NA
"1795","2023","Ricardo Hernandez","DUR","P",18,0,"27.2",6,"0.33","2.00",0,NA,NA
"1796","2023","Yadiel Hernandez","MTY","CF",4,3,"28.0",7,"1.75","2.25",0,NA,NA
"1797","2023","Anthony Herrera","TIJ","P",30,0,"29.0",4,"0.13","1.24",0,NA,NA
"1798","2023","Kurt Heyer","SLT","P",44,0,"52.0",16,"0.36","2.77",0,NA,NA
"1799","2023","Ivan Izaguirre","SLT","P",14,0,"16.2",3,"0.21","1.69",0,NA,NA
"1800","2023","Brandon Jaime","MEX","C",19,2,"43.2",32,"1.68","6.70",0,"3.30",0
"1801","2023","Marco Jaime","YUC","SS",22,12,"135.0",72,"3.27","4.80",0,NA,NA
"1802","2023","Marco Jaime","YUC","RF",4,2,"18.2",3,"0.75","1.50",0,NA,NA
"1803","2023","Daniel Jimenez","TIG","CF",14,11,"91.1",15,"1.07","1.48",0,NA,NA
"1804","2023","Dedgar Jimenez","AGS","P",4,4,"21.2",2,"0.50","0.86",0,NA,NA
"1805","2023","Isaac Jimenez","DUR","P",38,0,"42.2",5,"0.13","1.07",0,NA,NA
"1806","2023","Luis Jimenez","LAR","1B",7,2,"25.0",28,"4.00","10.08",0,NA,NA
"1807","2023","Mario Jimenez","TAB","P",31,0,"29.0",3,"0.10","0.93",0,NA,NA
"1808","2023","Ulises Joaquin","LEO","P",16,0,"16.1",3,"0.19","1.69",0,NA,NA
"1809","2023","Grant Kay","LAR","2B",13,8,"71.0",39,"3.00","4.94",0,NA,NA
"1810","2023","Nick Kingham","MEX","P",1,1,"5.0",4,"4.00","7.20",0,NA,NA
"1811","2023","Jeff Kinley","TAB","P",8,8,"39.1",8,"1.00","1.85",0,NA,NA
"1812","2023","Juan Kirk","PUE","1B",2,0,"5.0",6,"3.00","10.80",0,NA,NA
"1813","2023","Ian Krol","LAR","P",41,0,"38.2",11,"0.27","2.61",0,NA,NA
"1814","2023","Alay Lago","DUR","2B",1,1,"9.0",2,"2.00","2.00",0,NA,NA
"1815","2023","Alay Lago","DUR","3B",1,1,"8.0",1,"1.00","1.13",0,NA,NA
"1816","2023","Keven Lamas","LEO","SS",3,2,"15.0",17,"5.67","10.20",0,NA,NA
"1817","2023","Samar Leyva","OAX","CF",1,0,"3.0",2,"2.00","6.00",0,NA,NA
"1818","2023","Samar Leyva","PUE","2B",36,36,"296.1",189,"5.25","5.75",0,NA,NA
"1819","2023","Samar Leyva","PUE","3B",5,5,"40.0",13,"2.60","2.93",0,NA,NA
"1820","2023","Alex Liddi","VER","1B",1,0,"1.0",2,"2.00","18.00",0,NA,NA
"1821","2023","Radhames Liz","LAR","P",10,10,"46.1",6,"0.60","1.17",0,NA,NA
"1822","2023","Jose Lizarraga","TIG","1B",3,0,"3.0",3,"1.00","9.00",0,NA,NA
"1823","2023","Jose Lizarraga","TIG","3B",1,1,"6.0",1,"1.00","1.50",0,NA,NA
"1824","2023","Derrick Loop","TAB","P",40,0,"38.0",8,"0.20","1.89",0,NA,NA
"1825","2023","Abraham Lopez","CAM","1B",1,1,"8.0",5,"5.00","5.63",0,NA,NA
"1826","2023","Alfredo Lopez","DUR","2B",3,3,"25.0",16,"5.33","5.76",0,NA,NA
"1827","2023","Alfredo Lopez","DUR","CF",2,1,"14.2",7,"3.50","4.50",0,NA,NA
"1828","2023","Alfredo Lopez","DUR","RF",9,9,"70.0",21,"2.33","2.70",0,NA,NA
"1829","2023","Aliangel Lopez","AGS","P",3,3,"5.0",1,"0.33","1.80",0,NA,NA
"1830","2023","Arturo Lopez","MEX","P",24,0,"30.2",4,"0.17","1.20",0,NA,NA
"1831","2023","Elmer Lopez","DUR","LF",1,0,"4.0",2,"2.00","4.50",0,NA,NA
"1832","2023","Jonathan Lopez","VER","P",7,0,"5.2",2,"0.29","3.60",0,NA,NA
"1833","2023","Jovany Lopez","CAM","P",24,3,"37.1",3,"0.13","0.73",0,NA,NA
"1834","2023","Kobby Lopez","DUR","P",12,0,"8.0",2,"0.17","2.25",0,NA,NA
"1835","2023","Marco Lopez","SLT","1B",7,1,"25.0",24,"3.43","8.64",0,NA,NA
"1836","2023","Ulises Lopez","LAR","P",5,0,"5.1",2,"0.40","3.60",0,NA,NA
