"","Year","Name","Team","POS","GP","GS","INN","TC","RF/G","RF/9","TE","CERA","CI"
"1837","2023","Fernando Lozano","TIJ","P",10,5,"27.2",6,"0.60","2.00",0,NA,NA
"1838","2023","Christian Lucero","MEX","LF",3,2,"24.0",1,"0.33","0.38",0,NA,NA
"1839","2023","Edgar Lugo","OAX","2B",4,3,"22.0",10,"2.50","4.09",0,NA,NA
"1840","2023","Francisco Lugo","TAB","LF",23,18,"159.0",34,"1.48","1.92",0,NA,NA
"1841","2023","Jaime Lugo","VER","P",4,3,"11.0",4,"1.00","3.27",0,NA,NA
"1842","2023","Jose Luna","VER","1B",1,0,"1.0",2,"2.00","18.00",0,NA,NA
"1843","2023","Jose Luna","VER","3B",3,0,"7.0",1,"0.33","1.29",0,NA,NA
"1844","2023","Jose Luna","VER","LF",6,3,"36.0",9,"1.50","2.25",0,NA,NA
"1845","2023","Jose Luna","VER","RF",11,4,"48.0",8,"0.73","1.50",0,NA,NA
"1846","2023","Marcos Machado","GDL","P",14,0,"12.0",7,"0.50","5.25",0,NA,NA
"1847","2023","Vimael Machín","GDL","3B",9,9,"78.1",25,"2.78","2.88",0,NA,NA
"1848","2023","Vimael Machín","GDL","LF",7,6,"54.1",10,"1.43","1.67",0,NA,NA
"1849","2023","Juan Macias","TAB","P",22,1,"36.2",6,"0.27","1.50",0,NA,NA
"1850","2023","Ty Madrigal","VER","P",27,0,"25.0",6,"0.22","2.16",0,NA,NA
"1851","2023","Pabel Manzanero","OAX","C",2,2,"18.2",12,"6.00","6.00",0,"2.41",0
"1852","2023","Terance Marin","SLT","P",16,7,"38.1",3,"0.19","0.71",0,NA,NA
"1853","2023","Peter Maris","OAX","2B",4,4,"29.0",13,"3.25","4.03",0,NA,NA
"1854","2023","Peter Maris","OAX","3B",1,0,"4.0",1,"1.00","2.25",0,NA,NA
"1855","2023","Jose Isidro Marquez","TAB","P",34,0,"27.2",4,"0.12","1.33",0,NA,NA
"1856","2023","Luis Marquez","TIJ","P",35,0,"31.2",5,"0.14","1.45",0,NA,NA
"1857","2023","Ignacio Marrujo","TAB","P",17,4,"40.2",4,"0.24","0.90",0,NA,NA
"1858","2023","Francis Martes","LEO","P",2,2,"9.2",2,"1.00","2.00",0,NA,NA
"1859","2023","Andres Martin","GDL","LF",4,2,"22.0",4,"1.00","1.64",0,NA,NA
"1860","2023","Andres Martin","GDL","CF",1,0,"6.0",4,"4.00","6.00",0,NA,NA
"1861","2023","Andres Martin","GDL","RF",25,6,"79.1",18,"0.72","2.05",0,NA,NA
"1862","2023","Kyle Martin","OAX","1B",77,77,"663.1",700,"9.09","9.50",0,NA,NA
"1863","2023","Carlos Martinez","MVA","P",8,8,"33.0",3,"0.38","0.82",0,NA,NA
"1864","2023","Dahen Martinez","LAG","P",4,0,"3.2",1,"0.25","3.00",0,NA,NA
"1865","2023","Luis Carlos Martinez","SLT","3B",2,0,"3.0",2,"1.00","6.00",0,NA,NA
"1866","2023","Marcelo Martinez","MTY","P",5,3,"17.2",3,"0.60","1.59",0,NA,NA
"1867","2023","Jack Mayfield","TIJ","2B",2,2,"18.0",11,"5.50","5.50",0,NA,NA
"1868","2023","Chris Mazza","SLT","P",3,3,"12.0",6,"2.00","4.50",0,NA,NA
"1869","2023","Javier Medina","YUC","P",11,0,"13.2",2,"0.18","1.38",0,NA,NA
"1870","2023","Jose Carlos Medina","AGS","P",19,10,"73.1",7,"0.37","0.86",0,NA,NA
"1871","2023","Luis Medina","LEO","LF",1,1,"9.0",3,"3.00","3.00",0,NA,NA
"1872","2023","Luis Medina","TAB","1B",3,2,"18.0",22,"7.33","11.00",0,NA,NA
"1873","2023","Luis Medina","TAB","2B",5,1,"17.1",10,"2.00","5.29",0,NA,NA
"1874","2023","Luis Medina","TAB","SS",8,3,"31.0",15,"1.88","4.35",0,NA,NA
"1875","2023","Luis Medina","TAB","CF",3,0,"7.0",2,"0.67","2.57",0,NA,NA
"1876","2023","Luis Medina","PUE","LF",2,0,"2.0",1,"0.50","4.50",0,NA,NA
"1877","2023","Alex D. Mejia","MVA","1B",2,1,"13.0",8,"4.00","5.54",0,NA,NA
"1878","2023","Alex D. Mejia","MVA","2B",3,3,"25.0",19,"6.33","6.84",0,NA,NA
"1879","2023","Alex D. Mejia","MVA","3B",3,3,"27.0",8,"2.67","2.67",0,NA,NA
"1880","2023","Jenrry Mejia","SLT","P",8,8,"36.2",8,"1.00","2.00",0,NA,NA
"1881","2023","Keury Mella","MTY","P",28,0,"28.2",6,"0.21","1.93",0,NA,NA
"1882","2023","Ozzie Mendez","DUR","P",35,0,"26.2",8,"0.23","2.77",0,NA,NA
"1883","2023","Roman Mendez","TAB","P",29,0,"28.1",4,"0.14","1.29",0,NA,NA
"1884","2023","Carlos Mendivil","AGS","RF",1,0,"4.0",1,"1.00","2.25",0,NA,NA
"1885","2023","Bryan Menendez","LAG","P",27,0,"34.2",2,"0.07","0.53",0,NA,NA
"1886","2023","Daniel Mercado","PUE","C",21,18,"156.1",139,"6.62","8.02",0,"5.41",0
"1887","2023","Daniel Mercado","PUE","1B",1,0,"2.0",3,"3.00","13.50",0,NA,NA
"1888","2023","José Mesa Jr.","OAX","P",4,4,"16.1",6,"1.50","3.38",0,NA,NA
"1889","2023","Alfredo Meza","VER","C",7,1,"17.0",15,"2.14","7.94",0,"3.71",0
"1890","2023","Andres Ivan Meza","GDL","P",42,0,"42.2",8,"0.19","1.71",0,NA,NA
"1891","2023","Eric Meza","CAM","1B",23,22,"184.0",155,"6.74","7.58",0,NA,NA
"1892","2023","Kevin Milam","MVA","P",11,0,"14.0",4,"0.36","2.57",0,NA,NA
"1893","2023","Felix Minjarez","GDL","P",35,0,"34.2",2,"0.06","0.53",0,NA,NA
"1894","2023","Luis Miranda","OAX","P",14,14,"74.0",6,"0.43","0.73",0,NA,NA
"1895","2023","Javier Mireles","SLT","LF",1,1,"5.0",2,"2.00","3.60",0,NA,NA
"1896","2023","Nestor Molina","VER","P",4,3,"20.2",4,"1.00","1.80",0,NA,NA
"1897","2023","Ramon Mora","LAG","2B",7,0,"13.0",10,"1.43","6.92",0,NA,NA
"1898","2023","Carlos Morales","MTY","P",30,0,"27.2",3,"0.10","1.00",0,NA,NA
"1899","2023","Christian Morales","SLT","LF",11,1,"30.0",2,"0.18","0.60",0,NA,NA
"1900","2023","Christian Morales","SLT","CF",7,4,"33.2",3,"0.43","0.82",0,NA,NA
"1901","2023","Christian Morales","SLT","RF",4,0,"11.0",2,"0.50","1.64",0,NA,NA
"1902","2023","Jorge Morales","SLT","C",2,0,"5.0",4,"2.00","7.20",0,"14.40",0
"1903","2023","Mario Morales","TAB","P",25,0,"25.1",3,"0.12","1.08",0,NA,NA
"1904","2023","Luis Moreno","GDL","P",15,0,"11.2",1,"0.07","0.82",0,NA,NA
"1905","2023","Mike Morin","OAX","P",17,0,"18.2",3,"0.18","1.50",0,NA,NA
"1906","2023","Reyes Moronta","MEX","P",8,0,"7.2",1,"0.13","1.29",0,NA,NA
"1907","2023","Fabian Muniz","PUE","P",8,0,"10.0",1,"0.13","0.90",0,NA,NA
"1908","2023","JJ Muno","LAG","3B",20,5,"73.1",22,"1.10","2.71",0,NA,NA
"1909","2023","JJ Muno","LAG","LF",4,4,"27.0",5,"1.25","1.67",0,NA,NA
"1910","2023","JJ Muno","LAG","CF",1,0,"5.0",1,"1.00","1.80",0,NA,NA
"1911","2023","JJ Muno","LAG","RF",3,2,"16.0",2,"0.67","1.13",0,NA,NA
"1912","2023","Brayan Munoz","TIG","P",19,0,"14.2",1,"0.05","0.64",0,NA,NA
"1913","2023","Efren Navarro","MVA","LF",10,5,"58.0",11,"1.10","1.71",0,NA,NA
"1914","2023","Efren Navarro","MVA","RF",1,1,"8.0",1,"1.00","1.13",0,NA,NA
"1915","2023","Yamaico Navarro","MTY","1B",1,1,"8.0",5,"5.00","5.63",0,NA,NA
"1916","2023","Jake Newberry","DUR","P",6,0,"4.2",3,"0.50","6.75",0,NA,NA
"1917","2023","Luis Niebla","AGS","P",16,7,"35.1",6,"0.38","1.54",0,NA,NA
"1918","2023","Arturo Nieto","TAB","C",5,5,"43.1",44,"8.80","9.21",0,"3.95",0
"1919","2023","Efren Nieves","TIG","CF",3,0,"4.0",2,"0.67","4.50",0,NA,NA
"1920","2023","Efren Nieves","TIG","RF",7,5,"52.0",17,"2.43","2.94",0,NA,NA
"1921","2023","Ciro Norzagaray","PUE","2B",9,8,"68.0",36,"4.00","4.76",0,NA,NA
"1922","2023","Ciro Norzagaray","PUE","SS",9,3,"43.0",21,"2.33","4.40",0,NA,NA
"1923","2023","Aldo Nunez","MVA","LF",2,0,"5.0",1,"0.50","1.80",0,NA,NA
"1924","2023","Daniel Nunez","TAB","P",11,1,"14.2",2,"0.18","1.29",0,NA,NA
"1925","2023","Israel Nunez","YUC","C",7,2,"25.2",29,"4.14","10.44",0,"5.61",0
"1926","2023","Renato Núñez","MVA","1B",6,6,"53.0",52,"8.67","8.83",0,NA,NA
"1927","2023","Renato Núñez","MVA","LF",2,2,"18.0",4,"2.00","2.00",0,NA,NA
"1928","2023","Peter O'Brien","PUE","CF",9,9,"64.0",17,"1.89","2.39",0,NA,NA
"1929","2023","Peter O'Brien","PUE","RF",2,2,"18.0",8,"4.00","4.00",0,NA,NA
"1930","2023","Norberto Obeso","YUC","LF",5,5,"40.0",11,"2.20","2.48",0,NA,NA
"1931","2023","Norberto Obeso","YUC","RF",1,1,"8.0",3,"3.00","3.38",0,NA,NA
"1932","2023","Duilio Ochoa","MEX","P",28,1,"33.2",8,"0.29","2.18",0,NA,NA
"1933","2023","Fernando Olguin","LEO","P",15,2,"22.2",2,"0.13","0.82",0,NA,NA
"1934","2023","Lester Oliveros","CAM","P",37,0,"39.1",5,"0.14","1.15",0,NA,NA
"1935","2023","Manny Olloque","DUR","LF",9,2,"32.0",4,"0.44","1.13",0,NA,NA
"1936","2023","Manny Olloque","DUR","RF",4,0,"8.0",3,"0.75","3.38",0,NA,NA
"1937","2023","Manuel Orduno","TIG","2B",2,2,"7.0",5,"2.50","6.43",0,NA,NA
"1938","2023","Manuel Orduno","TIG","LF",2,1,"11.0",2,"1.00","1.64",0,NA,NA
"1939","2023","Jose Manuel Orozco","DUR","LF",1,1,"6.0",1,"1.00","1.50",0,NA,NA
"1940","2023","Jose Manuel Orozco","DUR","RF",18,17,"127.0",31,"1.72","2.20",0,NA,NA
"1941","2023","Alejandro Ortiz","TIG","CF",2,1,"11.0",4,"2.00","3.27",0,NA,NA
"1942","2023","Alejandro Ortiz","TIG","RF",21,15,"145.0",38,"1.81","2.36",0,NA,NA
"1943","2023","Eliezer Ortiz","SLT","LF",4,2,"19.2",5,"1.25","2.37",0,NA,NA
"1944","2023","Eliezer Ortiz","SLT","CF",8,4,"47.0",15,"1.88","2.87",0,NA,NA
"1945","2023","Eliezer Ortiz","SLT","RF",3,1,"13.0",5,"1.67","3.46",0,NA,NA
"1946","2023","Carlos Pacheco","OAX","LF",16,8,"87.1",13,"0.81","1.34",0,NA,NA
"1947","2023","Carlos Pacheco","OAX","CF",1,1,"7.0",2,"2.00","2.57",0,NA,NA
"1948","2023","Carlos Pacheco","OAX","RF",2,0,"2.0",1,"0.50","4.50",0,NA,NA
"1949","2023","Angel Padron","OAX","P",12,12,"59.1",14,"1.17","2.14",0,NA,NA
"1950","2023","Loiger Padron","TIG","P",19,0,"17.0",1,"0.05","0.53",0,NA,NA
"1951","2023","Jose Palafox","GDL","P",9,0,"7.2",1,"0.11","1.29",0,NA,NA
"1952","2023","Olbis Parra","VER","P",22,0,"20.2",4,"0.18","1.80",0,NA,NA
"1953","2023","Jonathan Partida","OAX","P",19,0,"18.2",4,"0.21","2.00",0,NA,NA
"1954","2023","Miguel Pena","VER","P",13,11,"56.0",4,"0.31","0.64",0,NA,NA
"1955","2023","Felix Perez","TIJ","LF",23,19,"171.1",32,"1.39","1.68",0,NA,NA
"1956","2023","Felix Perez","TIJ","RF",1,1,"8.0",4,"4.00","4.50",0,NA,NA
"1957","2023","Fernando Perez","PUE","RF",17,13,"104.2",19,"1.12","1.64",0,NA,NA
"1958","2023","Francisco Perez","SLT","C",1,0,"3.0",5,"5.00","15.00",0,"0.00",0
"1959","2023","Jairo Perez","LEO","1B",1,0,"4.0",6,"6.00","13.50",0,NA,NA
"1960","2023","Jairo Perez","TIG","LF",3,3,"27.0",7,"2.33","2.33",0,NA,NA
"1961","2023","Jairo Perez","TIG","RF",5,5,"36.0",4,"0.80","1.00",0,NA,NA
"1962","2023","Jorge Perez","TIJ","P",8,6,"35.2",9,"1.13","2.31",0,NA,NA
"1963","2023","Juan Perez","MVA","LF",5,4,"38.0",8,"1.60","1.89",0,NA,NA
"1964","2023","Juan Perez","MVA","RF",16,16,"133.2",36,"2.25","2.44",0,NA,NA
"1965","2023","Manuel Perez","LEO","P",16,0,"20.1",3,"0.19","1.35",0,NA,NA
"1966","2023","Sergio Perez","AGS","LF",5,5,"36.0",4,"0.80","1.00",0,NA,NA
"1967","2023","Noah Perio","TIJ","1B",12,11,"99.1",95,"7.92","8.64",0,NA,NA
"1968","2023","Noah Perio","TIJ","2B",10,7,"60.2",30,"3.00","4.50",0,NA,NA
"1969","2023","Noah Perio","TIJ","CF",3,3,"22.0",3,"1.00","1.23",0,NA,NA
"1970","2023","Noah Perio","TIJ","RF",22,21,"197.0",37,"1.68","1.69",0,NA,NA
"1971","2023","Tim Peterson","LAG","P",27,0,"24.1",2,"0.07","0.75",0,NA,NA
"1972","2023","Zach Phillips","MVA","P",32,0,"33.1",4,"0.13","1.09",0,NA,NA
"1973","2023","Chester Pimentel","LEO","P",33,0,"36.1",2,"0.06","0.50",0,NA,NA
"1974","2023","Orlando Pina","OAX","1B",8,8,"50.1",68,"8.50","12.24",0,NA,NA
"1975","2023","Juan Pineda","VER","P",6,0,"7.2",1,"0.17","1.29",0,NA,NA
"1976","2023","Ricardo Pinto","MEX","P",19,15,"82.0",19,"1.00","2.09",0,NA,NA
"1977","2023","Jesus Pirela","TIJ","P",44,0,"40.1",8,"0.18","1.80",0,NA,NA
"1978","2023","Derwin Pomare","TIG","LF",5,5,"39.0",4,"0.80","0.92",0,NA,NA
"1979","2023","Daniel Ponce de Leon","MEX","P",6,6,"26.1",3,"0.50","1.04",0,NA,NA
"1980","2023","Christian Prado","CAM","P",17,6,"49.1",12,"0.71","2.20",0,NA,NA
"1981","2023","Erick Preciado","PUE","P",46,0,"47.2",2,"0.04","0.38",0,NA,NA
"1982","2023","Jesus Pulido","VER","1B",7,1,"19.0",17,"2.43","8.05",0,NA,NA
"1983","2023","Joey Pulido","MVA","P",26,0,"37.0",5,"0.19","1.22",0,NA,NA
"1984","2023","Yoanys Quiala","LAG","P",3,2,"6.1",1,"0.33","1.50",0,NA,NA
"1985","2023","Jorge Quinones","PUE","P",15,0,"11.1",2,"0.13","1.64",0,NA,NA
"1986","2023","Brayan Quintero","CAM","SS",7,3,"31.0",16,"2.29","4.65",0,NA,NA
"1987","2023","Brayan Quintero","CAM","RF",2,0,"7.0",1,"0.50","1.29",0,NA,NA
"1988","2023","Emmanuel Ramirez","MVA","P",17,16,"87.1",10,"0.59","1.03",0,NA,NA
"1989","2023","Ramon R Ramirez","GDL","LF",20,16,"140.0",33,"1.65","2.12",0,NA,NA
"1990","2023","Wilfredo Ramirez","AGS","P",39,0,"33.0",5,"0.13","1.36",0,NA,NA
"1991","2023","Williams Ramirez","YUC","P",30,0,"30.1",1,"0.03","0.30",0,NA,NA
"1992","2023","David Ramos","VER","P",4,4,"18.1",2,"0.50","1.00",0,NA,NA
"1993","2023","Leonardo Reginatto","AGS","1B",39,36,"313.1",319,"8.18","9.17",0,NA,NA
"1994","2023","Leonardo Reginatto","AGS","2B",14,13,"118.2",90,"6.43","6.86",0,NA,NA
"1995","2023","German Revilla","TIG","C",19,9,"97.0",116,"6.11","10.76",0,"6.40",0
"1996","2023","Alan Reyes","OAX","P",6,1,"10.1",3,"0.50","2.70",0,NA,NA
"1997","2023","Alex Reyes","LEO","P",44,0,"45.2",5,"0.11","1.00",0,NA,NA
"1998","2023","Angel Reyes","AGS","LF",5,5,"42.0",14,"2.80","3.00",0,NA,NA
"1999","2023","Angel Reyes","AGS","RF",2,1,"11.0",8,"4.00","6.55",0,NA,NA
"2000","2023","Arturo Reyes","LEO","P",5,5,"20.1",1,"0.20","0.45",0,NA,NA
"2001","2023","Jesús Reyes","OAX","P",18,2,"28.1",2,"0.11","0.64",0,NA,NA
"2002","2023","André Rienzo","YUC","P",6,6,"20.2",4,"0.67","1.80",0,NA,NA
"2003","2023","Wendell Rijo","MVA","3B",3,3,"26.0",6,"2.00","2.08",0,NA,NA
"2004","2023","Ramon Rios","AGS","1B",2,0,"1.2",1,"0.50","9.00",0,NA,NA
"2005","2023","Ramon Rios","AGS","3B",1,0,"3.0",2,"2.00","6.00",0,NA,NA
"2006","2023","Wilmer Rios","MVA","P",16,16,"98.1",21,"1.31","1.93",0,NA,NA
"2007","2023","Marco Antonio Rivas","OAX","P",32,0,"25.1",9,"0.28","3.24",0,NA,NA
"2008","2023","Eduardo Rivera","AGS","P",4,3,"7.1",4,"1.00","5.14",0,NA,NA
"2009","2023","Alejandro Rivero","TAB","2B",10,6,"57.0",41,"4.10","6.47",0,NA,NA
"2010","2023","Alejandro Rivero","TAB","SS",12,6,"61.1",36,"3.00","5.31",0,NA,NA
"2011","2023","Chris Roberson","MVA","LF",13,10,"90.1",23,"1.77","2.30",0,NA,NA
"2012","2023","Alex Robles","TIG","RF",2,0,"2.0",2,"1.00","9.00",0,NA,NA
"2013","2023","Hansel Robles","TIJ","P",25,0,"23.2",3,"0.12","1.17",0,NA,NA
"2014","2023","Michael Robles","DUR","3B",1,1,"9.0",2,"2.00","2.00",0,NA,NA
"2015","2023","Michael Robles","DUR","LF",1,1,"8.0",2,"2.00","2.25",0,NA,NA
"2016","2023","Michael Robles","DUR","CF",2,2,"14.0",7,"3.50","4.50",0,NA,NA
"2017","2023","Michael Robles","DUR","RF",9,4,"42.0",16,"1.78","3.43",0,NA,NA
"2018","2023","Fernando Rodney","YUC","P",24,0,"24.2",3,"0.13","1.13",0,NA,NA
"2019","2023","Arturo Rodriguez","SLT","1B",2,1,"11.0",17,"8.50","13.91",0,NA,NA
"2020","2023","Carlos Stiff Rodriguez","SLT","P",29,0,"31.2",4,"0.14","1.16",0,NA,NA
"2021","2023","Dalton Rodriguez","YUC","P",44,0,"37.2",9,"0.20","2.19",0,NA,NA
"2022","2023","Edgar Rodriguez","PUE","P",17,1,"21.0",6,"0.35","2.57",0,NA,NA
"2023","2023","Isaac Rodriguez","TIJ","3B",6,4,"37.2",16,"2.67","3.89",0,NA,NA
"2024","2023","Juan Rodriguez","DUR","2B",3,1,"8.0",2,"0.67","2.25",0,NA,NA
"2025","2023","Luis Rodriguez","LAR","2B",6,1,"15.0",9,"1.50","5.40",0,NA,NA
"2026","2023","Luis Rodriguez","LAR","3B",7,0,"9.0",5,"0.71","5.00",0,NA,NA
"2027","2023","Luis Rodriguez","LAR","SS",5,5,"38.1",18,"3.60","4.26",0,NA,NA
"2028","2023","Nivaldo Rodriguez","MTY","P",17,17,"94.2",11,"0.65","1.05",0,NA,NA
"2029","2023","Ricky Rodriguez","LEO","1B",9,1,"33.0",29,"3.22","7.91",0,NA,NA
"2030","2023","Ricky Rodriguez","LEO","2B",1,0,"4.0",3,"3.00","6.75",0,NA,NA
"2031","2023","Ricky Rodriguez","LEO","RF",26,23,"195.0",48,"1.85","2.22",0,NA,NA
"2032","2023","Ricardo Rodríguez","TIJ","P",37,0,"38.0",8,"0.22","1.89",0,NA,NA
"2033","2023","Mel Rojas Jr.","MVA","CF",3,1,"12.0",3,"1.00","2.25",0,NA,NA
"2034","2023","Mel Rojas Jr.","OAX","RF",8,8,"65.2",14,"1.75","1.94",0,NA,NA
"2035","2023","Stefen Romero","MEX","1B",9,9,"61.0",58,"6.44","8.56",0,NA,NA
"2036","2023","Stefen Romero","MEX","LF",9,9,"63.0",15,"1.67","2.14",0,NA,NA
"2037","2023","Stefen Romero","MEX","RF",5,5,"42.0",13,"2.60","2.79",0,NA,NA
"2038","2023","Jorge Rondon","MTY","P",24,0,"22.2",3,"0.13","1.23",0,NA,NA
"2039","2023","José Rondón","TIJ","LF",13,13,"110.0",14,"1.08","1.15",0,NA,NA
"2040","2023","Joseph Rosa","TAB","3B",5,5,"43.0",12,"2.40","2.51",0,NA,NA
"2041","2023","Joseph Rosa","TAB","SS",2,1,"10.0",3,"1.50","2.70",0,NA,NA
"2042","2023","Olmo Rosario","TIG","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2043","2023","Olmo Rosario","TIG","LF",39,39,"324.0",56,"1.44","1.56",0,NA,NA
"2044","2023","Rainel Rosario","SLT","CF",4,3,"23.2",6,"1.50","2.35",0,NA,NA
"2045","2023","Issmael Salas","GDL","3B",5,3,"26.0",11,"2.20","3.81",0,NA,NA
"2046","2023","Adrian Salazar","SLT","SS",1,0,"1.0",2,"2.00","18.00",0,NA,NA
"2047","2023","Javier Salazar","MTY","CF",1,0,"3.0",1,"1.00","3.00",0,NA,NA
"2048","2023","Armani Sanchez","SLT","SS",5,4,"34.0",18,"3.60","4.76",0,NA,NA
"2049","2023","Asael Sanchez","MTY","RF",7,6,"48.2",16,"2.29","3.00",0,NA,NA
"2050","2023","Gerardo Sanchez","MEX","P",4,0,"3.1",1,"0.25","3.00",0,NA,NA
"2051","2023","Javier Sanchez","DUR","3B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2052","2023","Luis Partida","VER","LF",1,0,"2.0",1,"1.00","4.50",0,NA,NA
"2053","2023","Luis Partida","VER","CF",4,0,"8.0",2,"0.50","2.25",0,NA,NA
"2054","2023","Luis Partida","VER","RF",4,0,"6.0",1,"0.25","1.50",0,NA,NA
"2055","2023","Héctor Santiago","MVA","P",9,9,"44.2",6,"0.67","1.23",0,NA,NA
"2056","2023","Axel Santos","AGS","2B",2,2,"21.0",13,"6.50","5.57",0,NA,NA
"2057","2023","Luis Santos","PUE","P",34,0,"35.2",4,"0.12","1.03",0,NA,NA
"2058","2023","Raico Santos","TIG","RF",8,8,"61.0",12,"1.50","1.77",0,NA,NA
"2059","2023","Roel Santos","TAB","CF",5,3,"26.1",4,"0.80","1.38",0,NA,NA
"2060","2023","Luis Sardinas","LAG","2B",8,8,"71.0",38,"4.75","4.82",0,NA,NA
"2061","2023","Axel Sauceda","PUE","P",8,1,"12.2",2,"0.25","1.50",0,NA,NA
"2062","2023","Jorge Sauceda","GDL","P",7,1,"8.2",2,"0.29","2.25",0,NA,NA
"2063","2023","A.J. Schugel","DUR","P",3,3,"15.2",1,"0.33","0.60",0,NA,NA
"2064","2023","Chad Sedio","LAG","1B",2,0,"7.1",9,"4.50","11.57",0,NA,NA
"2065","2023","Carlos Sepulveda","MEX","3B",1,1,"9.0",5,"5.00","5.00",0,NA,NA
"2066","2023","Victor Sepulveda","DUR","P",10,0,"10.2",3,"0.30","2.70",0,NA,NA
"2067","2023","Maikel Serrano","TAB","RF",1,1,"7.0",3,"3.00","3.86",0,NA,NA
"2068","2023","Ricardo Serrano","SLT","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2069","2023","Ricardo Serrano","SLT","2B",2,2,"17.0",7,"3.50","3.71",0,NA,NA
"2070","2023","Giancarlo Servin","PUE","LF",3,0,"5.0",1,"0.33","1.80",0,NA,NA
"2071","2023","Jorge Sesma","LAG","LF",22,8,"105.1",24,"1.09","2.06",0,NA,NA
"2072","2023","Jorge Sesma","LAG","RF",7,1,"17.0",5,"0.71","2.65",0,NA,NA
"2073","2023","Kenneth Sigman","SLT","P",8,1,"11.1",1,"0.13","0.82",0,NA,NA
"2074","2023","Tomas Solis","SLT","P",27,0,"22.0",6,"0.22","2.45",0,NA,NA
"2075","2023","Vidal Sotelo","GDL","P",35,1,"35.1",6,"0.17","1.54",0,NA,NA
"2076","2023","Alejandro Soto","VER","P",20,7,"60.1",9,"0.45","1.35",0,NA,NA
"2077","2023","Carlos Soto","MTY","1B",4,1,"18.0",16,"4.00","8.00",0,NA,NA
"2078","2023","Teddy Stankiewicz","TIJ","P",5,5,"28.0",7,"1.40","2.25",0,NA,NA
"2079","2023","Pedro Strop","TIJ","P",40,0,"39.0",7,"0.18","1.62",0,NA,NA
"2080","2023","Cesar Tapia","LAR","C",5,1,"17.0",9,"1.80","4.76",0,"4.76",0
"2081","2023","Cesar Tapia","LAR","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2082","2023","Aneury Tavárez","OAX","LF",11,11,"88.0",14,"1.27","1.43",0,NA,NA
"2083","2023","Tomás Telis","LAR","1B",8,7,"60.0",61,"7.63","9.15",0,NA,NA
"2084","2023","Nico Tellache","DUR","P",8,8,"33.0",4,"0.50","1.09",0,NA,NA
"2085","2023","Joey Terdoslavich","TIG","RF",21,21,"189.0",35,"1.67","1.67",0,NA,NA
"2086","2023","Rigoberto Terrazas","OAX","1B",3,1,"15.0",12,"4.00","7.20",0,NA,NA
"2087","2023","Rigoberto Terrazas","OAX","2B",16,10,"88.0",53,"3.31","5.42",0,NA,NA
"2088","2023","Jake Thompson","YUC","P",18,18,"89.2",20,"1.11","2.02",0,NA,NA
"2089","2023","Carlos Tocci","CAM","RF",22,22,"186.1",51,"2.32","2.47",0,NA,NA
"2090","2023","Miguel Torrero","DUR","2B",4,3,"23.0",7,"1.75","2.74",0,NA,NA
"2091","2023","Darel Torres","TIG","P",17,17,"85.2",4,"0.24","0.42",0,NA,NA
"2092","2023","Edgar Torres","OAX","P",16,13,"56.1",4,"0.25","0.64",0,NA,NA
"2093","2023","José Torres","LAG","P",43,0,"49.2",3,"0.07","0.55",0,NA,NA
"2094","2023","Alexandro Tovalin","YUC","P",43,0,"40.2",10,"0.23","2.25",0,NA,NA
"2095","2023","Grant Townsend","LEO","P",36,0,"41.1",8,"0.22","1.76",0,NA,NA
"2096","2023","Randy Trejo","TIG","2B",4,0,"9.2",3,"0.75","3.00",0,NA,NA
"2097","2023","Nick Tropeano","MVA","P",13,13,"63.2",9,"0.69","1.29",0,NA,NA
"2098","2023","Sam Tuivailala","MVA","P",4,0,"3.1",1,"0.25","3.00",0,NA,NA
"2099","2023","Juan Uriarte","DUR","1B",9,8,"64.0",67,"7.44","9.42",0,NA,NA
"2100","2023","Alejandro Urias","DUR","C",4,0,"6.0",2,"0.50","3.00",0,"10.50",0
"2101","2023","Adolfo Valdez","YUC","LF",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2102","2023","Adolfo Valdez","YUC","CF",3,0,"8.0",3,"1.00","3.38",0,NA,NA
"2103","2023","Manuel Valdez","TIG","P",25,0,"20.1",2,"0.08","0.90",0,NA,NA
"2104","2023","Salvador Valdez","AGS","P",12,12,"55.2",3,"0.25","0.49",0,NA,NA
"2105","2023","Emiliano Valencia","TAB","2B",3,1,"12.0",5,"1.67","3.75",0,NA,NA
"2106","2023","Vicente Valenzuela","TIG","P",22,11,"57.1",6,"0.27","0.95",0,NA,NA
"2107","2023","Joe Van Meter","LAG","P",13,13,"64.0",13,"1.00","1.83",0,NA,NA
"2108","2023","Jose Vargas","LEO","1B",3,3,"23.0",25,"8.33","9.78",0,NA,NA
"2109","2023","Niko Vasquez","LEO","1B",1,0,"1.0",1,"1.00","9.00",0,NA,NA
"2110","2023","Niko Vasquez","LEO","2B",2,2,"15.0",7,"3.50","4.20",0,NA,NA
"2111","2023","Niko Vasquez","TIJ","LF",6,6,"53.1",8,"1.33","1.36",0,NA,NA
"2112","2023","Carlos Vazquez","GDL","P",32,0,"24.1",5,"0.16","1.88",0,NA,NA
