"","Year","Name","Team","POS","GP","GS","IP","ERA","W","L","SV","SVO","HLD","K","BB","IBB","BF","H","HR","ER","HBP","GIDP","WP"
"1026","2022","Felipe Castaneda","LEO","P",23,2,"27.2","12.36",1,2,0,0,1,20,32,0,162,46,6,38,2,4,4
"1027","2022","Vidal Sotelo","OAX","P",9,3,"16.0","12.38",0,4,0,0,1,17,2,0,77,27,7,22,0,0,1
"1028","2022","Pete Bayer","GDL","P",7,0,"5.0","12.60",0,0,0,0,1,7,9,0,30,4,0,7,3,1,4
"1029","2022","Gerardo Ramirez","TIG","X",9,0,"10.0","12.60",0,0,0,0,0,5,9,0,57,16,1,14,4,2,4
"1030","2022","Santiago Gutierrez","LAG","P",20,0,"14.2","12.89",0,1,0,1,2,8,7,0,76,23,4,21,3,1,2
"1031","2022","Marco Tovar","OAX","P",3,3,"8.1","12.96",0,1,0,0,0,8,3,0,45,16,4,12,0,0,1
"1032","2022","Jose Acosta","LEO","P",3,3,"9.2","13.03",0,3,0,0,0,7,11,0,55,15,5,14,0,0,0
"1033","2022","Ivan Izaguirre","SLT","P",22,0,"20.0","13.05",0,1,0,4,3,12,11,0,107,39,9,29,2,3,3
"1034","2022","Alexis Portillo","TIG","P",14,5,"23.1","13.11",1,1,0,0,0,16,17,0,140,52,7,34,1,1,7
"1035","2022","Adrian Garza","LEO","P",3,0,"2.0","13.50",0,0,0,0,0,0,1,0,12,5,0,3,0,0,0
"1036","2022","Adrian Gonzalez","VER","P",4,1,"4.0","13.50",0,1,0,0,0,3,8,0,28,9,0,6,0,1,1
"1037","2022","Daniel Nunez","TAB","P",1,0,"0.2","13.50",0,0,0,0,0,1,0,0,5,3,0,1,0,0,1
"1038","2022","Victor Buelna","DUR","P",8,7,"29.1","13.81",0,3,0,0,0,22,17,2,158,57,10,45,1,4,4
"1039","2022","Alejandro Morales","OAX","P",17,0,"24.2","13.86",0,0,0,0,0,11,18,0,138,44,12,38,2,2,3
"1040","2022","Wilfredo Ramirez","LEO","P",21,0,"16.0","14.06",0,2,1,2,3,10,12,1,86,26,9,25,2,2,0
"1041","2022","Jesus Juarez","LEO","P",16,1,"12.2","14.21",0,2,0,1,2,9,5,0,72,31,4,20,0,1,0
"1042","2022","Saul Castellanos","SLT","P",5,0,"4.1","14.54",0,1,0,0,1,2,3,0,25,8,2,7,1,1,1
"1043","2022","Faustino Carrera","TIJ","P",3,0,"3.0","15.00",0,0,0,0,0,2,2,0,21,9,0,5,0,0,1
"1044","2022","Yosshel Hurtado","PUE","P",10,0,"8.1","15.12",0,0,0,1,2,5,6,0,49,19,3,14,1,0,2
"1045","2022","Fabian Muniz","PUE","P",5,1,"5.0","16.20",0,0,0,0,1,4,4,0,31,12,1,9,2,2,0
"1046","2022","Esteban Rodriguez","OAX","P",1,0,"1.2","16.20",0,0,0,0,0,1,2,0,12,5,1,3,1,0,0
"1047","2022","Kenneth Carrillo","TIG","P",5,0,"4.1","16.62",0,0,0,0,0,6,5,0,29,9,1,8,1,0,3
"1048","2022","Bryan Bonnell","LAR","P",1,1,"2.2","16.88",0,0,0,0,0,3,3,0,16,5,0,5,0,0,0
"1049","2022","Francisco Rios","MVA","P",6,1,"6.1","17.05",0,1,0,0,0,3,4,0,37,15,0,12,2,2,1
"1050","2022","Jorge Gonzalez","AGS","OF",1,0,"1.0","18.00",0,0,0,0,0,0,0,0,6,3,0,2,0,0,1
"1051","2022","Luis Niebla","GDL","P",1,0,"1.0","18.00",0,0,0,0,0,1,1,0,6,2,0,2,0,1,1
"1052","2022","Andres E. Perez","OAX","P",8,0,"5.0","18.00",1,1,0,1,0,2,4,1,31,12,2,10,0,0,1
"1053","2022","Randy Rosario","SLT","P",6,0,"3.0","18.00",0,0,0,1,2,2,8,0,22,4,1,6,1,0,2
"1054","2022","Joel Inoa","DUR","P",6,3,"14.1","18.21",0,1,0,0,0,6,11,0,83,32,5,29,1,2,2
"1055","2022","Amilcar Gaxiola","TIG","P",8,4,"14.1","18.84",0,6,0,0,0,9,11,0,83,33,4,30,0,2,0
"1056","2022","Mike Kickham","GDL","P",2,1,"2.1","19.29",0,0,0,0,0,2,4,0,17,6,1,5,0,0,0
"1057","2022","Aldo Nuno","LEO","P",8,0,"7.2","19.96",0,0,0,1,0,5,7,0,49,19,1,17,1,0,2
"1058","2022","Isaiah Ramos","PUE","P",3,0,"1.1","20.25",0,1,0,0,1,1,3,0,10,2,0,3,1,0,0
"1059","2022","Edgar Rodriguez","LEO","P",4,0,"1.2","21.60",0,0,0,0,0,2,0,0,14,8,4,4,0,1,1
"1060","2022","Joel Sosa","DUR","P",2,0,"2.0","22.50",0,0,0,0,0,2,0,0,13,7,0,5,0,0,0
"1061","2022","Irving Cota","TIG","P",2,2,"3.0","24.00",0,2,0,0,0,1,5,0,19,5,2,8,0,0,0
"1062","2022","Daniel Álvarez","SLT","P",5,0,"3.2","24.55",0,2,0,2,0,4,2,0,26,13,1,10,0,0,4
"1063","2022","Edgar Acosta","LEO","P",3,0,"2.0","27.00",0,0,0,0,0,1,6,0,16,5,0,6,0,0,0
"1064","2022","Adrian Del Moral","MEX","P",1,0,"1.0","27.00",0,0,0,0,0,1,1,0,6,2,2,3,0,0,0
"1065","2022","Marco Fregozo","LAG","P",4,0,"2.2","27.00",1,0,0,0,0,1,5,0,19,6,2,8,0,0,0
"1066","2022","Mauricio Fuentes","MEX","P",1,0,"0.1","27.00",0,0,0,0,0,1,1,0,3,1,1,1,0,0,0
"1067","2022","Luis Ochoa","TIJ","P",1,0,"0.1","27.00",0,1,0,0,0,0,1,1,3,1,0,1,0,0,1
"1068","2022","Manuel Rondon","VER","P",2,0,"1.0","27.00",0,0,0,0,0,1,2,0,9,4,1,3,0,0,0
"1069","2022","Dariel Álvarez","SLT","RF",1,0,"0.2","27.00",0,0,0,0,0,0,2,0,7,2,0,2,1,0,0
"1070","2022","Gerson Bautista","GDL","P",9,0,"6.2","28.35",0,3,0,3,1,5,11,0,47,16,5,21,0,0,2
"1071","2022","Angel Barreras","GDL","P",1,1,"2.0","31.50",0,1,0,0,0,0,2,0,15,9,1,7,0,1,0
"1072","2022","Juliandry Higuera","SLT","P",3,0,"2.0","31.50",0,1,0,0,1,0,2,0,16,8,0,7,0,1,0
"1073","2022","Jahir Perez","CAM","P",2,0,"2.0","31.50",0,0,0,0,0,1,2,0,13,6,1,7,0,1,1
"1074","2022","Tony Guerra","CAM","P",1,1,"1.1","33.75",0,1,0,0,0,0,3,0,12,5,1,5,0,0,0
"1075","2022","Jose Torres","PUE","P",2,0,"0.2","40.50",0,1,0,0,0,0,2,0,8,3,0,3,1,0,0
"1076","2022","Julio Hernandez","VER","P",4,0,"1.2","43.20",0,1,0,0,0,0,1,0,18,12,3,8,0,0,0
"1077","2022","William Cuevas","MEX","P",1,1,"0.2","54.00",0,0,0,0,0,1,1,0,6,2,0,4,1,0,0
"1078","2022","Fernando Gallegos","TIJ","P",1,0,"0.2","54.00",0,1,0,0,0,1,3,0,7,2,0,4,0,0,0
"1079","2022","Felipe Rodriguez","MVA","C",1,0,"0.1","135.00",0,0,0,0,0,1,2,0,6,3,0,5,0,0,0
"1080","2022","Julio Zapata","LEO","P",1,0,"0.1","135.00",0,0,0,0,0,0,1,0,6,3,2,5,1,0,0
"1081","2022","Hendrick Briones","DUR","P",1,0,"0.0","-.--",0,0,0,0,0,0,3,0,5,2,1,5,0,0,0
"1082","2023","Gael Bermudez","TIG","P",3,0,"4.1","0.00",0,0,0,0,0,2,1,0,15,2,0,0,0,1,1
"1083","2023","Jose Bravo","MEX","P",2,0,"3.0","0.00",0,0,0,0,0,4,0,0,11,3,0,0,0,0,0
"1084","2023","Adalberto Carrillo","TIJ","C",1,0,"1.0","0.00",0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
"1085","2023","Juan Pablo Cervantez","LEO","P",2,0,"1.2","0.00",0,0,0,0,0,2,1,0,7,1,0,0,0,0,1
"1086","2023","Jesus Cruz","YUC","P",4,0,"4.0","0.00",0,0,0,0,1,6,2,0,15,2,0,0,0,0,0
"1087","2023","Abraham DeLeon","YUC","P",3,0,"2.2","0.00",0,0,0,0,0,2,0,0,9,1,0,0,0,0,0
"1088","2023","Juan Delgadillo","TAB","P",1,1,"1.1","0.00",0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
"1089","2023","Oziel Flores","OAX","IF",1,0,"0.2","0.00",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1090","2023","Juan Haro","TIG","C",1,0,"0.1","0.00",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"1091","2023","Enoch Martinez","LEO","P",1,1,"1.0","0.00",0,0,0,0,0,0,2,0,5,2,0,0,0,0,0
"1092","2023","Victor Morales","MEX","P",3,0,"1.2","0.00",1,0,0,0,0,0,2,0,10,3,0,0,1,1,0
"1093","2023","Agustin Murillo","AGS","3B",1,0,"1.0","0.00",0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
"1094","2023","Oliver Pérez","YUC","P",1,0,"0.1","0.00",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"1095","2023","Leonardo Reginatto","AGS","3B",1,0,"1.0","0.00",0,0,0,0,0,0,0,0,3,1,0,0,0,1,0
"1096","2023","Ivan Rodriguez","AGS","P",2,0,"1.0","0.00",0,0,0,0,0,1,1,0,6,1,0,0,1,0,0
"1097","2023","Arodys Vizcaíno","YUC","P",9,0,"9.0","0.00",0,0,3,3,1,12,5,1,35,3,0,0,0,0,1
"1098","2023","Ezequiel Zabaleta","OAX","P",1,0,"0.2","0.00",0,0,0,0,1,0,2,0,5,1,0,0,0,0,0
"1099","2023","Vidal Nuño","MVA","P",28,0,"31.1","0.86",0,0,0,0,7,30,4,0,122,29,1,3,1,3,0
"1100","2023","Michael Feliz","YUC","P",9,0,"8.1","1.08",1,1,2,2,0,13,2,0,33,6,0,1,0,0,0
"1101","2023","Tayron Guerrero","MEX","P",8,0,"7.2","1.17",0,0,6,6,0,8,0,0,28,5,0,1,0,0,1
"1102","2023","Cristian Garza","LAG","P",10,0,"6.2","1.35",0,0,0,0,0,6,8,0,37,6,0,1,0,0,1
"1103","2023","Derrick Loop","TAB","P",40,0,"38.0","1.42",2,2,1,4,20,38,17,3,163,33,2,6,1,2,4
"1104","2023","Fernando Salas","TAB","P",29,0,"30.2","1.47",1,0,20,21,0,33,6,1,115,18,3,5,0,1,0
"1105","2023","Williams Ramirez","YUC","P",30,0,"30.1","1.48",2,1,4,4,1,60,20,1,118,11,2,5,0,1,3
"1106","2023","Hansel Robles","TIJ","P",25,0,"23.2","1.52",1,0,0,0,9,25,6,0,104,23,0,4,3,1,1
"1107","2023","Alejandro Barraza","LAR","P",33,0,"35.1","1.53",4,2,1,3,0,26,9,2,134,23,4,6,1,3,2
"1108","2023","Loiger Padron","TIG","P",19,0,"17.0","1.59",1,0,0,1,5,17,10,0,71,12,1,3,0,1,1
"1109","2023","Luis González","MTY","P",39,0,"37.1","1.69",2,0,0,0,15,43,8,0,146,30,3,7,0,1,3
"1110","2023","Miguel Aguilar","YUC","P",41,0,"34.1","1.83",5,1,0,1,7,39,8,1,133,19,3,7,1,0,1
"1111","2023","Daniel Nunez","TAB","P",11,1,"14.2","1.84",0,0,0,0,0,15,5,0,59,12,1,3,0,3,1
"1112","2023","Wirfin Obispo","MVA","P",35,0,"37.2","1.91",3,2,15,17,1,38,25,4,163,24,2,8,3,1,3
"1113","2023","Ricardo Chapa","LAR","P",17,1,"23.0","1.96",0,0,0,0,0,18,7,0,96,21,1,5,1,1,3
"1114","2023","Juan Macias","TAB","P",22,1,"36.2","1.96",1,1,0,0,0,24,14,0,142,23,3,8,2,4,2
"1115","2023","Juan Gámez","MTY","P",18,0,"18.0","2.00",0,2,2,5,2,11,3,0,72,14,2,4,0,1,1
"1116","2023","Geoff Broussard","LAR","P",49,0,"52.0","2.08",1,1,12,13,9,46,15,0,203,33,2,12,3,4,1
"1117","2023","Felipe Hernandez","GDL","P",4,0,"4.1","2.08",0,0,0,0,0,4,3,0,18,3,0,1,0,0,0
"1118","2023","Tyler Alexander","SLT","P",6,6,"33.1","2.16",3,1,0,0,0,24,1,0,128,29,2,8,1,1,1
"1119","2023","Ty Madrigal","VER","P",27,0,"25.0","2.16",3,0,0,1,6,27,15,1,106,15,1,6,3,3,0
"1120","2023","Yamil Castillo","YUC","P",15,0,"20.2","2.18",0,0,0,0,0,25,7,0,79,11,3,5,1,1,2
"1121","2023","Felix Doubront","YUC","P",8,7,"36.1","2.23",4,0,0,0,0,38,9,0,148,36,2,9,2,5,1
"1122","2023","Luis Marquez","TIJ","P",35,0,"31.2","2.27",5,0,0,1,5,30,8,0,125,22,3,8,1,1,1
"1123","2023","Onelki Garcia","YUC","P",10,10,"50.2","2.31",3,2,0,0,0,32,12,0,200,41,2,13,2,7,3
"1124","2023","Reyes Moronta","MEX","P",8,0,"7.2","2.35",0,0,1,2,1,13,5,0,32,4,0,2,1,1,1
"1125","2023","Braulio Torres-Perez","TAB","P",16,16,"78.1","2.41",10,3,0,0,0,59,28,0,323,65,6,21,4,7,0
"1126","2023","Alexandro Tovalin","YUC","P",43,0,"40.2","2.43",4,2,2,6,9,36,11,2,159,29,3,11,3,4,1
"1127","2023","Mario Jimenez","TAB","P",31,0,"29.0","2.48",2,2,0,2,5,13,14,0,120,23,0,8,0,2,1
"1128","2023","Jonathan Aro","GDL","P",46,0,"46.2","2.51",4,2,15,19,3,44,13,1,194,43,3,13,1,4,1
"1129","2023","Keury Mella","MTY","P",28,0,"28.2","2.51",1,1,6,9,2,16,9,0,118,25,1,8,3,4,1
"1130","2023","Neftalí Feliz","TIJ","P",42,0,"42.2","2.53",2,4,13,17,0,50,18,2,183,38,2,12,0,1,5
"1131","2023","Alejandro Soto","VER","P",20,7,"60.1","2.54",5,1,0,0,4,59,20,1,240,41,3,17,5,5,2
"1132","2023","Ricardo Rodríguez","TIJ","P",37,0,"38.0","2.61",1,3,1,5,10,38,4,0,160,41,2,11,1,3,1
"1133","2023","Gerardo Gutierrez","VER","P",38,0,"41.0","2.63",0,1,2,3,6,44,19,2,165,26,4,12,6,9,2
"1134","2023","Javier Medina","YUC","P",11,0,"13.2","2.63",0,0,0,0,0,6,6,0,59,14,1,4,0,2,1
"1135","2023","Seth Blair","TIJ","P",4,0,"3.1","2.70",0,0,0,0,0,2,1,0,14,4,0,1,0,1,0
"1136","2023","Jorgan Cavanerio","AGS","P",6,0,"10.0","2.70",0,0,0,0,2,4,2,1,41,9,1,3,0,1,0
"1137","2023","Ozzie Mendez","DUR","P",35,0,"26.2","2.70",3,2,0,3,8,16,16,3,113,25,1,8,0,4,1
"1138","2023","Mario Meza","SLT","P",41,0,"36.2","2.70",4,2,0,1,13,43,25,3,156,23,0,11,3,4,3
"1139","2023","Jake Thompson","YUC","P",18,18,"89.2","2.71",6,3,0,0,0,83,36,0,392,89,3,27,7,8,9
"1140","2023","Isaac Jimenez","DUR","P",38,0,"42.2","2.74",2,3,13,17,2,42,15,3,177,35,3,13,2,2,3
"1141","2023","Nivaldo Rodriguez","MTY","P",17,17,"94.2","2.76",5,5,0,0,0,84,20,0,381,92,6,29,2,6,2
"1142","2023","Kurt Heyer","SLT","P",44,0,"52.0","2.77",2,2,20,25,4,41,7,0,211,47,3,16,0,3,0
"1143","2023","Jorge Perez","TIJ","P",8,6,"35.2","2.78",1,2,0,0,0,19,2,0,141,35,3,11,0,2,1
"1144","2023","Donnie Hart","LAR","P",37,0,"25.2","2.81",1,2,0,2,8,16,5,1,111,33,2,8,1,2,0
"1145","2023","Jesus Martinez","MTY","P",34,0,"31.2","2.84",4,2,2,2,15,28,8,1,123,24,2,10,1,6,3
"1146","2023","Mike Morin","OAX","P",17,0,"18.2","2.89",2,3,8,8,0,26,5,3,75,18,1,6,1,2,1
"1147","2023","Yoennis Yera","TAB","P",13,13,"68.1","2.90",4,3,0,0,0,67,24,0,278,55,4,22,1,4,3
"1148","2023","Jesus Barraza","SLT","P",25,1,"27.1","2.96",2,1,0,0,3,19,13,1,122,29,1,9,1,2,1
"1149","2023","Thomas McIlraith","LAG","P",34,0,"36.1","2.97",4,1,14,16,0,46,17,3,154,26,1,12,2,2,6
"1150","2023","Edwin Fierro","MEX","P",42,0,"39.1","2.97",7,1,1,6,8,31,13,0,161,33,3,13,1,6,3
"1151","2023","Joe Corbett","DUR","P",4,0,"6.0","3.00",0,0,0,0,2,10,2,0,26,6,0,2,0,0,1
"1152","2023","Enrique Burgos","YUC","P",31,0,"29.2","3.03",1,2,2,2,4,37,13,1,124,24,3,10,1,3,3
"1153","2023","Adam Hofacket","LEO","P",44,0,"50.1","3.04",2,4,15,20,0,31,17,3,222,53,4,17,2,5,5
"1154","2023","Felipe Arredondo","TIG","P",39,0,"41.1","3.05",1,2,0,1,10,17,18,5,174,29,3,14,2,4,2
"1155","2023","Yoimer Camacho","PUE","P",17,17,"97.1","3.05",11,2,0,0,0,75,24,0,406,94,7,33,10,14,2
"1156","2023","Marcelo Martinez","MTY","P",5,3,"17.2","3.06",2,0,0,0,0,17,5,0,72,16,1,6,0,1,1
"1157","2023","Adrian De Horta","MEX","P",22,10,"64.2","3.06",4,3,0,0,4,46,35,0,283,63,2,22,3,6,5
"1158","2023","Sam Bordner","LAR","P",42,0,"38.0","3.08",4,2,0,2,12,35,17,1,159,34,2,13,1,2,1
"1159","2023","Cameron Gann","TIG","P",8,8,"43.1","3.12",3,2,0,0,0,31,26,0,187,38,3,15,1,6,2
"1160","2023","Raul Barron","TIG","P",39,0,"37.1","3.13",1,2,1,3,15,20,16,2,159,39,2,13,1,9,4
"1161","2023","Alexis Vera","MTY","P",26,0,"28.2","3.14",1,0,0,0,4,25,14,0,126,29,1,10,0,4,6
"1162","2023","Gerson Bautista","MTY","P",24,0,"22.2","3.18",1,1,2,3,6,24,14,0,96,15,2,8,1,1,2
"1163","2023","Carlos Belen","MTY","P",38,0,"39.1","3.20",4,4,8,11,4,30,12,0,158,35,1,14,2,8,2
"1164","2023","Anhuar Garcia","YUC","P",19,0,"19.2","3.20",0,0,1,1,0,15,9,0,82,16,2,7,1,4,0
"1165","2023","Lester Oliveros","CAM","P",37,0,"39.1","3.20",4,4,12,14,1,43,18,0,166,33,3,14,1,3,3
"1166","2023","Kevin Milam","MVA","P",11,0,"14.0","3.21",0,0,0,0,0,11,6,1,67,20,1,5,0,1,0
"1167","2023","Teddy Stankiewicz","TIJ","P",5,5,"28.0","3.21",3,1,0,0,0,33,5,0,111,24,2,10,3,3,1
"1168","2023","Nate Antone","LAR","P",25,11,"64.1","3.22",6,3,0,0,4,66,25,1,276,61,6,23,0,3,4
"1169","2023","Fabian Cota","MEX","P",25,0,"22.1","3.22",1,0,1,2,5,22,7,0,90,24,2,8,0,4,1
"1170","2023","Ronnie Williams","MEX","P",16,16,"80.2","3.24",4,4,0,0,0,68,30,0,341,85,3,29,5,12,9
"1171","2023","Kenneth Carrillo","TIG","P",14,0,"16.2","3.24",0,0,0,0,0,9,15,1,84,16,0,6,4,2,5
"1172","2023","Ruddy Acosta","PUE","P",7,7,"35.2","3.28",3,2,0,0,0,24,14,0,159,43,2,13,1,2,4
"1173","2023","Enrique Castillo","MTY","P",19,0,"24.2","3.28",1,1,0,0,1,23,15,1,112,26,4,9,0,2,2
"1174","2023","Daniel Guerrero","VER","P",14,2,"24.2","3.28",2,0,0,0,0,17,15,0,106,22,1,9,0,2,1
"1175","2023","Carlos Navas","CAM","P",39,0,"43.0","3.35",2,4,1,7,11,42,23,2,186,32,6,16,4,2,3
"1176","2023","Andres Ivan Meza","GDL","P",42,0,"42.2","3.38",3,3,0,2,14,42,19,2,179,43,1,16,0,5,0
"1177","2023","Wilmer Rios","MVA","P",16,16,"98.1","3.39",8,5,0,0,0,63,13,1,406,103,9,37,4,14,2
"1178","2023","Juan Cossio","TIG","P",40,0,"45.0","3.40",4,2,0,1,8,45,17,0,183,32,4,17,2,2,3
"1179","2023","Gabriel Ynoa","PUE","P",18,18,"105.0","3.43",7,3,0,0,0,65,26,1,437,94,12,40,6,7,3
"1180","2023","Jose Frutos","OAX","P",37,0,"36.2","3.44",3,0,0,1,12,26,16,0,156,36,4,14,5,6,1
"1181","2023","Wendolyn Bautista","LAR","P",9,8,"39.0","3.46",2,1,0,0,0,31,13,0,163,37,2,15,2,4,3
"1182","2023","Duilio Ochoa","MEX","P",28,1,"33.2","3.48",3,0,0,1,1,20,15,0,152,37,2,13,2,3,2
"1183","2023","Andres Avila","TIJ","P",20,0,"20.2","3.48",0,0,0,0,1,12,10,0,95,24,0,8,0,2,1
"1184","2023","Nestor Molina","VER","P",4,3,"20.2","3.48",1,0,0,0,0,14,6,0,88,20,2,8,1,1,2
"1185","2023","Hazahel Quijada","LEO","P",23,12,"69.2","3.49",2,3,0,0,1,59,47,1,308,60,4,27,4,7,7
"1186","2023","Jose Adames","TIG","P",29,0,"28.1","3.49",0,2,10,12,1,31,11,2,119,25,1,11,1,3,6
"1187","2023","Radhames Liz","LAR","P",10,10,"46.1","3.50",3,1,0,0,0,31,15,0,192,44,2,18,3,2,2
"1188","2023","Luis Santos","PUE","P",34,0,"35.2","3.53",3,1,1,3,8,40,12,0,149,33,4,14,3,3,2
"1189","2023","Jorge Rondon","MTY","P",24,0,"22.2","3.57",1,3,3,4,4,17,7,0,103,25,4,9,4,1,5
"1190","2023","Juan Pablo Oramas","TAB","P",15,15,"78.0","3.58",5,4,0,0,0,78,29,0,331,70,11,31,0,3,5
"1191","2023","Fernando Lozano","TIJ","P",10,5,"27.2","3.58",2,1,0,0,0,15,5,0,113,30,2,11,1,4,2
"1192","2023","Miguel Aguilar","MTY","P",11,0,"15.0","3.60",1,0,1,1,1,10,7,0,67,19,0,6,2,2,1
"1193","2023","Oliver Cervantes","MTY","P",4,1,"5.0","3.60",0,0,0,0,0,5,0,0,24,12,0,2,0,0,0
"1194","2023","Nick Kingham","MEX","P",1,1,"5.0","3.60",0,0,0,0,0,0,0,0,19,7,2,2,0,3,0
"1195","2023","Jose Miranda","MTY","P",4,1,"5.0","3.60",0,0,0,0,0,2,2,0,23,6,0,2,1,1,1
"1196","2023","Francisco Villegas","AGS","P",36,0,"30.0","3.60",2,1,0,2,6,22,15,0,128,25,1,12,3,4,1
"1197","2023","Daniel Zazueta","CAM","P",9,0,"10.0","3.60",0,0,0,0,0,9,7,0,46,9,0,4,1,1,5
"1198","2023","Samuel Zazueta","VER","P",36,0,"37.0","3.65",2,4,2,5,10,49,17,2,159,34,2,15,2,5,3
"1199","2023","Rafael Cordova","TAB","P",20,0,"19.2","3.66",0,1,0,2,7,12,3,0,86,22,3,8,3,1,1
"1200","2023","Raul Carrillo","TIG","P",17,17,"86.0","3.66",8,5,0,0,0,63,26,2,362,89,5,35,1,9,4
"1201","2023","Henderson Alvarez III","YUC","P",15,15,"78.1","3.68",6,4,0,0,0,38,12,1,337,92,1,32,4,6,2
"1202","2023","David Gutierrez","TAB","P",32,0,"29.1","3.68",2,3,1,4,13,28,10,1,125,26,3,12,3,2,1
"1203","2023","Anthony Vizcaya","LAR","P",58,0,"58.2","3.68",6,1,3,5,16,72,28,1,248,44,5,24,5,5,5
"1204","2023","Brandon Brennan","LAR","P",19,19,"97.2","3.69",11,4,0,0,0,59,32,0,417,105,10,40,2,14,5
"1205","2023","Elkin Alcala","PUE","P",43,0,"46.1","3.69",3,3,11,16,1,40,20,1,203,44,7,19,2,3,0
"1206","2023","Deunte Heath","SLT","P",42,0,"46.1","3.69",7,2,1,3,7,50,26,3,202,37,6,19,4,4,3
"1207","2023","César Vargas","MTY","P",10,6,"31.2","3.69",2,0,0,0,1,28,13,0,133,28,4,13,0,3,3
"1208","2023","Tim Peterson","LAG","P",27,0,"24.1","3.70",0,1,0,0,1,16,9,1,104,27,3,10,0,3,1
"1209","2023","Carlos Hernandez","TIJ","P",18,13,"65.2","3.70",6,4,0,0,0,39,13,0,281,79,5,27,3,6,1
"1210","2023","Nick Struck","TIJ","P",18,18,"94.2","3.71",5,2,0,0,0,64,29,0,413,102,11,39,5,6,6
"1211","2023","Eury Ramos","SLT","P",41,0,"43.2","3.71",6,1,2,5,13,43,10,0,178,43,4,18,0,5,7
"1212","2023","Carlos Bustamante","MVA","P",23,0,"19.1","3.72",1,1,0,1,7,25,8,1,84,19,2,8,0,1,2
"1213","2023","Elniery García","DUR","P",13,12,"67.2","3.72",6,3,0,0,0,58,27,0,302,75,0,28,3,8,1
"1214","2023","Lupe Chavez","DUR","P",17,4,"41.0","3.73",2,0,0,0,0,40,14,0,174,38,1,17,5,2,3
"1215","2023","Linder Castro","SLT","P",20,1,"31.1","3.73",3,1,0,0,0,25,20,1,139,28,2,13,1,2,2
"1216","2023","Frank Duncan","GDL","P",17,17,"91.1","3.74",5,5,0,0,0,69,34,0,385,83,9,38,4,8,9
"1217","2023","Rickey Ramirez","TIG","P",12,0,"12.0","3.75",0,0,0,0,1,10,8,0,50,8,1,5,0,1,2
"1218","2023","Steven Moyers","MEX","P",17,17,"88.1","3.77",10,0,0,0,0,62,11,0,368,106,7,37,0,10,6
"1219","2023","Zach Phillips","MVA","P",32,0,"33.1","3.78",4,3,2,6,9,19,10,2,141,36,1,14,2,5,1
"1220","2023","Brandon Quintero","SLT","P",33,0,"33.1","3.78",2,2,0,3,9,26,15,1,155,36,1,14,4,3,3
"1221","2023","Carlos Viera","TAB","P",12,12,"56.2","3.81",5,3,0,0,0,48,19,0,245,60,3,24,3,5,5
"1222","2023","Randy Galvez","SLT","P",1,0,"2.1","3.86",0,0,0,0,0,2,0,0,10,3,0,1,0,1,1
"1223","2023","Justin Maese","TIJ","P",3,0,"2.1","3.86",0,0,0,0,0,2,2,0,11,2,0,1,0,0,1
"1224","2023","Luis Miranda","OAX","P",14,14,"74.0","3.89",5,3,0,0,0,67,19,0,313,77,7,32,7,3,5
"1225","2023","Olbis Parra","VER","P",22,0,"20.2","3.92",2,2,0,2,7,16,12,1,87,18,2,9,0,4,0
"1226","2023","David Ramos","VER","P",4,4,"18.1","3.93",1,3,0,0,0,12,7,1,81,18,2,8,4,2,0
"1227","2023","Joe Van Meter","LAG","P",13,13,"64.0","3.94",5,1,0,0,0,46,20,0,266,63,4,28,1,8,4
"1228","2023","Alex Reyes","LEO","P",44,0,"45.2","3.94",5,1,0,7,16,25,29,1,207,52,2,20,0,7,6
"1229","2023","Francisco Haro","YUC","P",16,15,"86.2","3.95",4,5,0,1,0,81,20,0,364,86,8,38,6,6,5
"1230","2023","Erick Preciado","PUE","P",46,0,"47.2","3.97",1,2,2,5,11,48,16,0,196,38,6,21,3,4,0
"1231","2023","Esteban Bloch","OAX","P",35,6,"59.0","3.97",6,1,2,2,5,37,23,2,263,69,8,26,3,4,3
"1232","2023","Kenneth Sigman","SLT","P",8,1,"11.1","3.97",0,0,0,1,3,7,3,0,49,14,0,5,0,2,0
"1233","2023","Antonio Garzon","CAM","P",41,0,"31.2","3.98",2,1,0,1,3,28,12,1,143,33,2,14,2,1,1
"1234","2023","Rodrigo Benoit","DUR","P",41,0,"38.1","3.99",4,3,5,6,10,40,25,1,177,34,4,17,4,1,6
"1235","2023","Luis Gamez","LAG","P",19,18,"94.1","4.01",6,5,0,0,0,66,41,0,422,106,9,42,11,14,7
"1236","2023","R.J. Alaniz","MVA","P",23,0,"24.2","4.01",3,1,1,2,7,20,8,0,105,24,1,11,1,1,1
"1237","2023","Fredy Quintero","VER","P",26,3,"40.1","4.02",1,0,0,0,2,31,13,0,180,42,4,18,6,3,3
"1238","2023","Emmanuel Ramirez","MVA","P",17,16,"87.1","4.02",5,6,0,0,0,77,28,0,367,84,5,39,1,7,7
